words	excess_joint	marginal_counts	joint_count	joint_image_ids	marginal_img_ids
('toothpick', 'umpire')	-inf	(562.0, 1107.0)	0.0	[]	(['2888820412', '1493514493', '844481958', '934422567', '1669175989', '2249137363', '3743604330', '3404634464', '2106879751', '353186209'], ['3238375424', '982932633', '228119391', '48109939', '40942978', '3758927912', '2899747844', '3602031082', '396444050', '2878842714'])
('alarm clock', 'yolk')	-inf	(100.0, 663.0)	0.0	[]	(['2064649485', '3412373004', '1961194549', '130505185', '77121582', '733740833', '2992028862', '565900125', '2614060571', '2202618324'], ['3336491371', '3211673346', '738919290', '1233855006', '4217331912', '1884059108', '2338000084', '3966811162', '227279966', '2389472990'])
('alarm clock', 'goal')	-inf	(100.0, 1161.0)	0.0	[]	(['2064649485', '3412373004', '1961194549', '130505185', '77121582', '733740833', '2992028862', '565900125', '2614060571', '2202618324'], ['2016967530', '1552339845', '505659979', '3613221223', '162853092', '1395756501', '3490024236', '5371692', '2160738983', '2428401408'])
('alarm clock', 'macaroni')	-inf	(100.0, 145.0)	0.0	[]	(['2064649485', '3412373004', '1961194549', '130505185', '77121582', '733740833', '2992028862', '565900125', '2614060571', '2202618324'], ['1655366318', '1965216370', '2661133525', '4002897517', '2141249540', '3974924256', '2496342253', '3987660860', '2752669428', '2600487680'])
('alarm clock', 'umpire')	-inf	(100.0, 1107.0)	0.0	[]	(['2064649485', '3412373004', '1961194549', '130505185', '77121582', '733740833', '2992028862', '565900125', '2614060571', '2202618324'], ['3238375424', '982932633', '228119391', '48109939', '40942978', '3758927912', '2899747844', '3602031082', '396444050', '2878842714'])
('alarm clock', 'toothpick')	-inf	(100.0, 562.0)	0.0	[]	(['2064649485', '3412373004', '1961194549', '130505185', '77121582', '733740833', '2992028862', '565900125', '2614060571', '2202618324'], ['2888820412', '1493514493', '844481958', '934422567', '1669175989', '2249137363', '3743604330', '3404634464', '2106879751', '353186209'])
('ceiling fan', 'yolk')	-inf	(883.0, 663.0)	0.0	[]	(['1663797074', '4232248254', '3391242639', '638679729', '218482781', '131510173', '388375256', '1755786842', '1503176285', '1134163779'], ['3336491371', '3211673346', '738919290', '1233855006', '4217331912', '1884059108', '2338000084', '3966811162', '227279966', '2389472990'])
('ceiling fan', 'goal')	-inf	(883.0, 1161.0)	0.0	[]	(['1663797074', '4232248254', '3391242639', '638679729', '218482781', '131510173', '388375256', '1755786842', '1503176285', '1134163779'], ['2016967530', '1552339845', '505659979', '3613221223', '162853092', '1395756501', '3490024236', '5371692', '2160738983', '2428401408'])
('ceiling fan', 'macaroni')	-inf	(883.0, 145.0)	0.0	[]	(['1663797074', '4232248254', '3391242639', '638679729', '218482781', '131510173', '388375256', '1755786842', '1503176285', '1134163779'], ['1655366318', '1965216370', '2661133525', '4002897517', '2141249540', '3974924256', '2496342253', '3987660860', '2752669428', '2600487680'])
('ceiling fan', 'umpire')	-inf	(883.0, 1107.0)	0.0	[]	(['1663797074', '4232248254', '3391242639', '638679729', '218482781', '131510173', '388375256', '1755786842', '1503176285', '1134163779'], ['3238375424', '982932633', '228119391', '48109939', '40942978', '3758927912', '2899747844', '3602031082', '396444050', '2878842714'])
('ceiling fan', 'toothpick')	-inf	(883.0, 562.0)	0.0	[]	(['1663797074', '4232248254', '3391242639', '638679729', '218482781', '131510173', '388375256', '1755786842', '1503176285', '1134163779'], ['2888820412', '1493514493', '844481958', '934422567', '1669175989', '2249137363', '3743604330', '3404634464', '2106879751', '353186209'])
('photos', 'yolk')	-inf	(7.0, 663.0)	0.0	[]	(['2484994211', '919473724', '2261564129', '3403914571', '2885979834', '3470026436', '3452712033'], ['3336491371', '3211673346', '738919290', '1233855006', '4217331912', '1884059108', '2338000084', '3966811162', '227279966', '2389472990'])
('photos', 'goal')	-inf	(7.0, 1161.0)	0.0	[]	(['2484994211', '919473724', '2261564129', '3403914571', '2885979834', '3470026436', '3452712033'], ['2016967530', '1552339845', '505659979', '3613221223', '162853092', '1395756501', '3490024236', '5371692', '2160738983', '2428401408'])
('photos', 'bathroom')	-inf	(7.0, 12721.0)	0.0	[]	(['2484994211', '919473724', '2261564129', '3403914571', '2885979834', '3470026436', '3452712033'], ['446890288', '1921023755', '2146381438', '1590168034', '407222873', '757773678', '4134171649', '1335675048', '4158648785', '3577436251'])
('photos', 'macaroni')	-inf	(7.0, 145.0)	0.0	[]	(['2484994211', '919473724', '2261564129', '3403914571', '2885979834', '3470026436', '3452712033'], ['1655366318', '1965216370', '2661133525', '4002897517', '2141249540', '3974924256', '2496342253', '3987660860', '2752669428', '2600487680'])
('photos', 'umpire')	-inf	(7.0, 1107.0)	0.0	[]	(['2484994211', '919473724', '2261564129', '3403914571', '2885979834', '3470026436', '3452712033'], ['3238375424', '982932633', '228119391', '48109939', '40942978', '3758927912', '2899747844', '3602031082', '396444050', '2878842714'])
('photos', 'toothpick')	-inf	(7.0, 562.0)	0.0	[]	(['2484994211', '919473724', '2261564129', '3403914571', '2885979834', '3470026436', '3452712033'], ['2888820412', '1493514493', '844481958', '934422567', '1669175989', '2249137363', '3743604330', '3404634464', '2106879751', '353186209'])
('photos', 'alarm clock')	-inf	(7.0, 100.0)	0.0	[]	(['2484994211', '919473724', '2261564129', '3403914571', '2885979834', '3470026436', '3452712033'], ['2064649485', '3412373004', '1961194549', '130505185', '77121582', '733740833', '2992028862', '565900125', '2614060571', '2202618324'])
('photos', 'ceiling fan')	-inf	(7.0, 883.0)	0.0	[]	(['2484994211', '919473724', '2261564129', '3403914571', '2885979834', '3470026436', '3452712033'], ['1663797074', '4232248254', '3391242639', '638679729', '218482781', '131510173', '388375256', '1755786842', '1503176285', '1134163779'])
('parrot', 'yolk')	-inf	(397.0, 663.0)	0.0	[]	(['169566889', '1809363725', '2564671377', '895497401', '4105813918', '313955974', '1415914280', '4062252721', '2505863633', '1636939692'], ['3336491371', '3211673346', '738919290', '1233855006', '4217331912', '1884059108', '2338000084', '3966811162', '227279966', '2389472990'])
('parrot', 'goal')	-inf	(397.0, 1161.0)	0.0	[]	(['169566889', '1809363725', '2564671377', '895497401', '4105813918', '313955974', '1415914280', '4062252721', '2505863633', '1636939692'], ['2016967530', '1552339845', '505659979', '3613221223', '162853092', '1395756501', '3490024236', '5371692', '2160738983', '2428401408'])
('parrot', 'bathroom')	-inf	(397.0, 12721.0)	0.0	[]	(['169566889', '1809363725', '2564671377', '895497401', '4105813918', '313955974', '1415914280', '4062252721', '2505863633', '1636939692'], ['446890288', '1921023755', '2146381438', '1590168034', '407222873', '757773678', '4134171649', '1335675048', '4158648785', '3577436251'])
('parrot', 'macaroni')	-inf	(397.0, 145.0)	0.0	[]	(['169566889', '1809363725', '2564671377', '895497401', '4105813918', '313955974', '1415914280', '4062252721', '2505863633', '1636939692'], ['1655366318', '1965216370', '2661133525', '4002897517', '2141249540', '3974924256', '2496342253', '3987660860', '2752669428', '2600487680'])
('parrot', 'umpire')	-inf	(397.0, 1107.0)	0.0	[]	(['169566889', '1809363725', '2564671377', '895497401', '4105813918', '313955974', '1415914280', '4062252721', '2505863633', '1636939692'], ['3238375424', '982932633', '228119391', '48109939', '40942978', '3758927912', '2899747844', '3602031082', '396444050', '2878842714'])
('parrot', 'toothpick')	-inf	(397.0, 562.0)	0.0	[]	(['169566889', '1809363725', '2564671377', '895497401', '4105813918', '313955974', '1415914280', '4062252721', '2505863633', '1636939692'], ['2888820412', '1493514493', '844481958', '934422567', '1669175989', '2249137363', '3743604330', '3404634464', '2106879751', '353186209'])
('parrot', 'alarm clock')	-inf	(397.0, 100.0)	0.0	[]	(['169566889', '1809363725', '2564671377', '895497401', '4105813918', '313955974', '1415914280', '4062252721', '2505863633', '1636939692'], ['2064649485', '3412373004', '1961194549', '130505185', '77121582', '733740833', '2992028862', '565900125', '2614060571', '2202618324'])
('parrot', 'ceiling fan')	-inf	(397.0, 883.0)	0.0	[]	(['169566889', '1809363725', '2564671377', '895497401', '4105813918', '313955974', '1415914280', '4062252721', '2505863633', '1636939692'], ['1663797074', '4232248254', '3391242639', '638679729', '218482781', '131510173', '388375256', '1755786842', '1503176285', '1134163779'])
('parrot', 'photos')	-inf	(397.0, 7.0)	0.0	[]	(['169566889', '1809363725', '2564671377', '895497401', '4105813918', '313955974', '1415914280', '4062252721', '2505863633', '1636939692'], ['2484994211', '919473724', '2261564129', '3403914571', '2885979834', '3470026436', '3452712033'])
('birthday cake', 'yolk')	-inf	(15.0, 663.0)	0.0	[]	(['3381982457', '3064655244', '1148397291', '3110937451', '3386114502', '2781692988', '2561581457', '532125130', '965405531', '61833631'], ['3336491371', '3211673346', '738919290', '1233855006', '4217331912', '1884059108', '2338000084', '3966811162', '227279966', '2389472990'])
('birthday cake', 'goal')	-inf	(15.0, 1161.0)	0.0	[]	(['3381982457', '3064655244', '1148397291', '3110937451', '3386114502', '2781692988', '2561581457', '532125130', '965405531', '61833631'], ['2016967530', '1552339845', '505659979', '3613221223', '162853092', '1395756501', '3490024236', '5371692', '2160738983', '2428401408'])
('birthday cake', 'bathroom')	-inf	(15.0, 12721.0)	0.0	[]	(['3381982457', '3064655244', '1148397291', '3110937451', '3386114502', '2781692988', '2561581457', '532125130', '965405531', '61833631'], ['446890288', '1921023755', '2146381438', '1590168034', '407222873', '757773678', '4134171649', '1335675048', '4158648785', '3577436251'])
('birthday cake', 'macaroni')	-inf	(15.0, 145.0)	0.0	[]	(['3381982457', '3064655244', '1148397291', '3110937451', '3386114502', '2781692988', '2561581457', '532125130', '965405531', '61833631'], ['1655366318', '1965216370', '2661133525', '4002897517', '2141249540', '3974924256', '2496342253', '3987660860', '2752669428', '2600487680'])
('birthday cake', 'umpire')	-inf	(15.0, 1107.0)	0.0	[]	(['3381982457', '3064655244', '1148397291', '3110937451', '3386114502', '2781692988', '2561581457', '532125130', '965405531', '61833631'], ['3238375424', '982932633', '228119391', '48109939', '40942978', '3758927912', '2899747844', '3602031082', '396444050', '2878842714'])
('birthday cake', 'toothpick')	-inf	(15.0, 562.0)	0.0	[]	(['3381982457', '3064655244', '1148397291', '3110937451', '3386114502', '2781692988', '2561581457', '532125130', '965405531', '61833631'], ['2888820412', '1493514493', '844481958', '934422567', '1669175989', '2249137363', '3743604330', '3404634464', '2106879751', '353186209'])
('birthday cake', 'alarm clock')	-inf	(15.0, 100.0)	0.0	[]	(['3381982457', '3064655244', '1148397291', '3110937451', '3386114502', '2781692988', '2561581457', '532125130', '965405531', '61833631'], ['2064649485', '3412373004', '1961194549', '130505185', '77121582', '733740833', '2992028862', '565900125', '2614060571', '2202618324'])
('birthday cake', 'ceiling fan')	-inf	(15.0, 883.0)	0.0	[]	(['3381982457', '3064655244', '1148397291', '3110937451', '3386114502', '2781692988', '2561581457', '532125130', '965405531', '61833631'], ['1663797074', '4232248254', '3391242639', '638679729', '218482781', '131510173', '388375256', '1755786842', '1503176285', '1134163779'])
('birthday cake', 'photos')	-inf	(15.0, 7.0)	0.0	[]	(['3381982457', '3064655244', '1148397291', '3110937451', '3386114502', '2781692988', '2561581457', '532125130', '965405531', '61833631'], ['2484994211', '919473724', '2261564129', '3403914571', '2885979834', '3470026436', '3452712033'])
('birthday cake', 'parrot')	-inf	(15.0, 397.0)	0.0	[]	(['3381982457', '3064655244', '1148397291', '3110937451', '3386114502', '2781692988', '2561581457', '532125130', '965405531', '61833631'], ['169566889', '1809363725', '2564671377', '895497401', '4105813918', '313955974', '1415914280', '4062252721', '2505863633', '1636939692'])
('calculator', 'yolk')	-inf	(144.0, 663.0)	0.0	[]	(['2050301383', '296516886', '3814656086', '1938255027', '663032999', '1376363003', '3035934503', '4060096771', '2381268121', '942066376'], ['3336491371', '3211673346', '738919290', '1233855006', '4217331912', '1884059108', '2338000084', '3966811162', '227279966', '2389472990'])
('calculator', 'goal')	-inf	(144.0, 1161.0)	0.0	[]	(['2050301383', '296516886', '3814656086', '1938255027', '663032999', '1376363003', '3035934503', '4060096771', '2381268121', '942066376'], ['2016967530', '1552339845', '505659979', '3613221223', '162853092', '1395756501', '3490024236', '5371692', '2160738983', '2428401408'])
('calculator', 'bathroom')	-inf	(144.0, 12721.0)	0.0	[]	(['2050301383', '296516886', '3814656086', '1938255027', '663032999', '1376363003', '3035934503', '4060096771', '2381268121', '942066376'], ['446890288', '1921023755', '2146381438', '1590168034', '407222873', '757773678', '4134171649', '1335675048', '4158648785', '3577436251'])
('calculator', 'macaroni')	-inf	(144.0, 145.0)	0.0	[]	(['2050301383', '296516886', '3814656086', '1938255027', '663032999', '1376363003', '3035934503', '4060096771', '2381268121', '942066376'], ['1655366318', '1965216370', '2661133525', '4002897517', '2141249540', '3974924256', '2496342253', '3987660860', '2752669428', '2600487680'])
('calculator', 'umpire')	-inf	(144.0, 1107.0)	0.0	[]	(['2050301383', '296516886', '3814656086', '1938255027', '663032999', '1376363003', '3035934503', '4060096771', '2381268121', '942066376'], ['3238375424', '982932633', '228119391', '48109939', '40942978', '3758927912', '2899747844', '3602031082', '396444050', '2878842714'])
('calculator', 'toothpick')	-inf	(144.0, 562.0)	0.0	[]	(['2050301383', '296516886', '3814656086', '1938255027', '663032999', '1376363003', '3035934503', '4060096771', '2381268121', '942066376'], ['2888820412', '1493514493', '844481958', '934422567', '1669175989', '2249137363', '3743604330', '3404634464', '2106879751', '353186209'])
('calculator', 'alarm clock')	-inf	(144.0, 100.0)	0.0	[]	(['2050301383', '296516886', '3814656086', '1938255027', '663032999', '1376363003', '3035934503', '4060096771', '2381268121', '942066376'], ['2064649485', '3412373004', '1961194549', '130505185', '77121582', '733740833', '2992028862', '565900125', '2614060571', '2202618324'])
('calculator', 'ceiling fan')	-inf	(144.0, 883.0)	0.0	[]	(['2050301383', '296516886', '3814656086', '1938255027', '663032999', '1376363003', '3035934503', '4060096771', '2381268121', '942066376'], ['1663797074', '4232248254', '3391242639', '638679729', '218482781', '131510173', '388375256', '1755786842', '1503176285', '1134163779'])
('calculator', 'photos')	-inf	(144.0, 7.0)	0.0	[]	(['2050301383', '296516886', '3814656086', '1938255027', '663032999', '1376363003', '3035934503', '4060096771', '2381268121', '942066376'], ['2484994211', '919473724', '2261564129', '3403914571', '2885979834', '3470026436', '3452712033'])
('calculator', 'parrot')	-inf	(144.0, 397.0)	0.0	[]	(['2050301383', '296516886', '3814656086', '1938255027', '663032999', '1376363003', '3035934503', '4060096771', '2381268121', '942066376'], ['169566889', '1809363725', '2564671377', '895497401', '4105813918', '313955974', '1415914280', '4062252721', '2505863633', '1636939692'])
('calculator', 'birthday cake')	-inf	(144.0, 15.0)	0.0	[]	(['2050301383', '296516886', '3814656086', '1938255027', '663032999', '1376363003', '3035934503', '4060096771', '2381268121', '942066376'], ['3381982457', '3064655244', '1148397291', '3110937451', '3386114502', '2781692988', '2561581457', '532125130', '965405531', '61833631'])
('catcher', 'yolk')	-inf	(2950.0, 663.0)	0.0	[]	(['4215502992', '2755943457', '2855724958', '3100643707', '1239173107', '2706729589', '2592421995', '230120404', '2201233207', '3310566073'], ['3336491371', '3211673346', '738919290', '1233855006', '4217331912', '1884059108', '2338000084', '3966811162', '227279966', '2389472990'])
('catcher', 'bathroom')	-inf	(2950.0, 12721.0)	0.0	[]	(['4215502992', '2755943457', '2855724958', '3100643707', '1239173107', '2706729589', '2592421995', '230120404', '2201233207', '3310566073'], ['446890288', '1921023755', '2146381438', '1590168034', '407222873', '757773678', '4134171649', '1335675048', '4158648785', '3577436251'])
('catcher', 'macaroni')	-inf	(2950.0, 145.0)	0.0	[]	(['4215502992', '2755943457', '2855724958', '3100643707', '1239173107', '2706729589', '2592421995', '230120404', '2201233207', '3310566073'], ['1655366318', '1965216370', '2661133525', '4002897517', '2141249540', '3974924256', '2496342253', '3987660860', '2752669428', '2600487680'])
('catcher', 'toothpick')	-inf	(2950.0, 562.0)	0.0	[]	(['4215502992', '2755943457', '2855724958', '3100643707', '1239173107', '2706729589', '2592421995', '230120404', '2201233207', '3310566073'], ['2888820412', '1493514493', '844481958', '934422567', '1669175989', '2249137363', '3743604330', '3404634464', '2106879751', '353186209'])
('catcher', 'alarm clock')	-inf	(2950.0, 100.0)	0.0	[]	(['4215502992', '2755943457', '2855724958', '3100643707', '1239173107', '2706729589', '2592421995', '230120404', '2201233207', '3310566073'], ['2064649485', '3412373004', '1961194549', '130505185', '77121582', '733740833', '2992028862', '565900125', '2614060571', '2202618324'])
('catcher', 'ceiling fan')	-inf	(2950.0, 883.0)	0.0	[]	(['4215502992', '2755943457', '2855724958', '3100643707', '1239173107', '2706729589', '2592421995', '230120404', '2201233207', '3310566073'], ['1663797074', '4232248254', '3391242639', '638679729', '218482781', '131510173', '388375256', '1755786842', '1503176285', '1134163779'])
('catcher', 'photos')	-inf	(2950.0, 7.0)	0.0	[]	(['4215502992', '2755943457', '2855724958', '3100643707', '1239173107', '2706729589', '2592421995', '230120404', '2201233207', '3310566073'], ['2484994211', '919473724', '2261564129', '3403914571', '2885979834', '3470026436', '3452712033'])
('catcher', 'parrot')	-inf	(2950.0, 397.0)	0.0	[]	(['4215502992', '2755943457', '2855724958', '3100643707', '1239173107', '2706729589', '2592421995', '230120404', '2201233207', '3310566073'], ['169566889', '1809363725', '2564671377', '895497401', '4105813918', '313955974', '1415914280', '4062252721', '2505863633', '1636939692'])
('catcher', 'birthday cake')	-inf	(2950.0, 15.0)	0.0	[]	(['4215502992', '2755943457', '2855724958', '3100643707', '1239173107', '2706729589', '2592421995', '230120404', '2201233207', '3310566073'], ['3381982457', '3064655244', '1148397291', '3110937451', '3386114502', '2781692988', '2561581457', '532125130', '965405531', '61833631'])
('catcher', 'calculator')	-inf	(2950.0, 144.0)	0.0	[]	(['4215502992', '2755943457', '2855724958', '3100643707', '1239173107', '2706729589', '2592421995', '230120404', '2201233207', '3310566073'], ['2050301383', '296516886', '3814656086', '1938255027', '663032999', '1376363003', '3035934503', '4060096771', '2381268121', '942066376'])
('toilet', 'goal')	-inf	(9106.0, 1161.0)	0.0	[]	(['894893700', '10875831', '1128202536', '1059055871', '1226510039', '3564145375', '1882300211', '2569541282', '1499693347', '2437178752'], ['2016967530', '1552339845', '505659979', '3613221223', '162853092', '1395756501', '3490024236', '5371692', '2160738983', '2428401408'])
('toilet', 'macaroni')	-inf	(9106.0, 145.0)	0.0	[]	(['894893700', '10875831', '1128202536', '1059055871', '1226510039', '3564145375', '1882300211', '2569541282', '1499693347', '2437178752'], ['1655366318', '1965216370', '2661133525', '4002897517', '2141249540', '3974924256', '2496342253', '3987660860', '2752669428', '2600487680'])
('toilet', 'umpire')	-inf	(9106.0, 1107.0)	0.0	[]	(['894893700', '10875831', '1128202536', '1059055871', '1226510039', '3564145375', '1882300211', '2569541282', '1499693347', '2437178752'], ['3238375424', '982932633', '228119391', '48109939', '40942978', '3758927912', '2899747844', '3602031082', '396444050', '2878842714'])
('toilet', 'toothpick')	-inf	(9106.0, 562.0)	0.0	[]	(['894893700', '10875831', '1128202536', '1059055871', '1226510039', '3564145375', '1882300211', '2569541282', '1499693347', '2437178752'], ['2888820412', '1493514493', '844481958', '934422567', '1669175989', '2249137363', '3743604330', '3404634464', '2106879751', '353186209'])
('toilet', 'photos')	-inf	(9106.0, 7.0)	0.0	[]	(['894893700', '10875831', '1128202536', '1059055871', '1226510039', '3564145375', '1882300211', '2569541282', '1499693347', '2437178752'], ['2484994211', '919473724', '2261564129', '3403914571', '2885979834', '3470026436', '3452712033'])
('toilet', 'parrot')	-inf	(9106.0, 397.0)	0.0	[]	(['894893700', '10875831', '1128202536', '1059055871', '1226510039', '3564145375', '1882300211', '2569541282', '1499693347', '2437178752'], ['169566889', '1809363725', '2564671377', '895497401', '4105813918', '313955974', '1415914280', '4062252721', '2505863633', '1636939692'])
('toilet', 'birthday cake')	-inf	(9106.0, 15.0)	0.0	[]	(['894893700', '10875831', '1128202536', '1059055871', '1226510039', '3564145375', '1882300211', '2569541282', '1499693347', '2437178752'], ['3381982457', '3064655244', '1148397291', '3110937451', '3386114502', '2781692988', '2561581457', '532125130', '965405531', '61833631'])
('toilet', 'calculator')	-inf	(9106.0, 144.0)	0.0	[]	(['894893700', '10875831', '1128202536', '1059055871', '1226510039', '3564145375', '1882300211', '2569541282', '1499693347', '2437178752'], ['2050301383', '296516886', '3814656086', '1938255027', '663032999', '1376363003', '3035934503', '4060096771', '2381268121', '942066376'])
('toilet', 'catcher')	-inf	(9106.0, 2950.0)	0.0	[]	(['894893700', '10875831', '1128202536', '1059055871', '1226510039', '3564145375', '1882300211', '2569541282', '1499693347', '2437178752'], ['4215502992', '2755943457', '2855724958', '3100643707', '1239173107', '2706729589', '2592421995', '230120404', '2201233207', '3310566073'])
('batter', 'yolk')	-inf	(2117.0, 663.0)	0.0	[]	(['394992387', '675721271', '2399982328', '867452731', '1848886562', '1781308779', '3371718190', '1320210399', '1092246542', '3989235163'], ['3336491371', '3211673346', '738919290', '1233855006', '4217331912', '1884059108', '2338000084', '3966811162', '227279966', '2389472990'])
('batter', 'bathroom')	-inf	(2117.0, 12721.0)	0.0	[]	(['394992387', '675721271', '2399982328', '867452731', '1848886562', '1781308779', '3371718190', '1320210399', '1092246542', '3989235163'], ['446890288', '1921023755', '2146381438', '1590168034', '407222873', '757773678', '4134171649', '1335675048', '4158648785', '3577436251'])
('batter', 'macaroni')	-inf	(2117.0, 145.0)	0.0	[]	(['394992387', '675721271', '2399982328', '867452731', '1848886562', '1781308779', '3371718190', '1320210399', '1092246542', '3989235163'], ['1655366318', '1965216370', '2661133525', '4002897517', '2141249540', '3974924256', '2496342253', '3987660860', '2752669428', '2600487680'])
('batter', 'toothpick')	-inf	(2117.0, 562.0)	0.0	[]	(['394992387', '675721271', '2399982328', '867452731', '1848886562', '1781308779', '3371718190', '1320210399', '1092246542', '3989235163'], ['2888820412', '1493514493', '844481958', '934422567', '1669175989', '2249137363', '3743604330', '3404634464', '2106879751', '353186209'])
('batter', 'alarm clock')	-inf	(2117.0, 100.0)	0.0	[]	(['394992387', '675721271', '2399982328', '867452731', '1848886562', '1781308779', '3371718190', '1320210399', '1092246542', '3989235163'], ['2064649485', '3412373004', '1961194549', '130505185', '77121582', '733740833', '2992028862', '565900125', '2614060571', '2202618324'])
('batter', 'ceiling fan')	-inf	(2117.0, 883.0)	0.0	[]	(['394992387', '675721271', '2399982328', '867452731', '1848886562', '1781308779', '3371718190', '1320210399', '1092246542', '3989235163'], ['1663797074', '4232248254', '3391242639', '638679729', '218482781', '131510173', '388375256', '1755786842', '1503176285', '1134163779'])
('batter', 'photos')	-inf	(2117.0, 7.0)	0.0	[]	(['394992387', '675721271', '2399982328', '867452731', '1848886562', '1781308779', '3371718190', '1320210399', '1092246542', '3989235163'], ['2484994211', '919473724', '2261564129', '3403914571', '2885979834', '3470026436', '3452712033'])
('batter', 'parrot')	-inf	(2117.0, 397.0)	0.0	[]	(['394992387', '675721271', '2399982328', '867452731', '1848886562', '1781308779', '3371718190', '1320210399', '1092246542', '3989235163'], ['169566889', '1809363725', '2564671377', '895497401', '4105813918', '313955974', '1415914280', '4062252721', '2505863633', '1636939692'])
('batter', 'birthday cake')	-inf	(2117.0, 15.0)	0.0	[]	(['394992387', '675721271', '2399982328', '867452731', '1848886562', '1781308779', '3371718190', '1320210399', '1092246542', '3989235163'], ['3381982457', '3064655244', '1148397291', '3110937451', '3386114502', '2781692988', '2561581457', '532125130', '965405531', '61833631'])
('batter', 'calculator')	-inf	(2117.0, 144.0)	0.0	[]	(['394992387', '675721271', '2399982328', '867452731', '1848886562', '1781308779', '3371718190', '1320210399', '1092246542', '3989235163'], ['2050301383', '296516886', '3814656086', '1938255027', '663032999', '1376363003', '3035934503', '4060096771', '2381268121', '942066376'])
('batter', 'toilet')	-inf	(2117.0, 9106.0)	0.0	[]	(['394992387', '675721271', '2399982328', '867452731', '1848886562', '1781308779', '3371718190', '1320210399', '1092246542', '3989235163'], ['894893700', '10875831', '1128202536', '1059055871', '1226510039', '3564145375', '1882300211', '2569541282', '1499693347', '2437178752'])
