words	excess_joint	marginal_counts	joint_count	joint_image_ids	marginal_img_ids
('jupiter', 'months')	8.517393171418904	(1.0, 1.0)	1.0	['1619025194']	(['1619025194'], ['1619025194'])
('jupiter', 'conjunction')	8.517393171418904	(1.0, 1.0)	1.0	['1619025194']	(['1619025194'], ['1619025194'])
('fido', 'companion')	8.517393171418904	(1.0, 1.0)	1.0	['157883171']	(['157883171'], ['157883171'])
('dew', 'blossom')	8.517393171418904	(1.0, 1.0)	1.0	['438492788']	(['438492788'], ['438492788'])
('mustaches', 'beards')	8.517393171418904	(1.0, 1.0)	1.0	['4215453969']	(['4215453969'], ['4215453969'])
('diamond', 'pear')	8.517393171418904	(1.0, 1.0)	1.0	['1281506146']	(['1281506146'], ['1281506146'])
('carats', 'pear')	8.517393171418904	(1.0, 1.0)	1.0	['1281506146']	(['1281506146'], ['1281506146'])
('carats', 'diamond')	8.517393171418904	(1.0, 1.0)	1.0	['1281506146']	(['1281506146'], ['1281506146'])
('programming', 'operators')	8.517393171418904	(1.0, 1.0)	1.0	['2641949586']	(['2641949586'], ['2641949586'])
('values', 'operators')	8.517393171418904	(1.0, 1.0)	1.0	['2641949586']	(['2641949586'], ['2641949586'])
('values', 'programming')	8.517393171418904	(1.0, 1.0)	1.0	['2641949586']	(['2641949586'], ['2641949586'])
('potion', 'cauldron')	8.517393171418904	(1.0, 1.0)	1.0	['1366750244']	(['1366750244'], ['1366750244'])
('tooth', 'towel')	8.517393171418904	(1.0, 1.0)	1.0	['4100613850']	(['4100613850'], ['4100613850'])
('mri', 'tech')	8.517393171418904	(1.0, 1.0)	1.0	['849783779']	(['849783779'], ['849783779'])
('projection', 'tech')	8.517393171418904	(1.0, 1.0)	1.0	['849783779']	(['849783779'], ['849783779'])
('projection', 'mri')	8.517393171418904	(1.0, 1.0)	1.0	['849783779']	(['849783779'], ['849783779'])
('flamingos', 'daisies')	8.517393171418904	(1.0, 1.0)	1.0	['3743216852']	(['3743216852'], ['3743216852'])
('installation', 'measurement')	8.517393171418904	(1.0, 1.0)	1.0	['165411674']	(['165411674'], ['165411674'])
('silo', 'farmhouse')	8.517393171418904	(1.0, 1.0)	1.0	['2535813285']	(['2535813285'], ['2535813285'])
('cranes', 'cargo')	8.517393171418904	(1.0, 1.0)	1.0	['3103614270']	(['3103614270'], ['3103614270'])
('gaming', 'mosquito')	8.517393171418904	(1.0, 1.0)	1.0	['1447577362']	(['1447577362'], ['1447577362'])
('coloring', 'mosquito')	8.517393171418904	(1.0, 1.0)	1.0	['1447577362']	(['1447577362'], ['1447577362'])
('coloring', 'gaming')	8.517393171418904	(1.0, 1.0)	1.0	['1447577362']	(['1447577362'], ['1447577362'])
('education', 'mosquito')	8.517393171418904	(1.0, 1.0)	1.0	['1447577362']	(['1447577362'], ['1447577362'])
('education', 'gaming')	8.517393171418904	(1.0, 1.0)	1.0	['1447577362']	(['1447577362'], ['1447577362'])
('education', 'coloring')	8.517393171418904	(1.0, 1.0)	1.0	['1447577362']	(['1447577362'], ['1447577362'])
('shutter', 'speed')	8.517393171418904	(1.0, 1.0)	1.0	['2315802328']	(['2315802328'], ['2315802328'])
('currents', 'forces')	8.517393171418904	(1.0, 1.0)	1.0	['2716765641']	(['2716765641'], ['2716765641'])
('nod', 'scent')	8.517393171418904	(1.0, 1.0)	1.0	['1174199292']	(['1174199292'], ['1174199292'])
('oval', 'amphitheatre')	8.517393171418904	(1.0, 1.0)	1.0	['1363139675']	(['1363139675'], ['1363139675'])
('vulture', 'griffin')	8.517393171418904	(1.0, 1.0)	1.0	['583396012']	(['583396012'], ['583396012'])
('dill', 'potatoes')	8.517393171418904	(1.0, 1.0)	1.0	['2456428038']	(['2456428038'], ['2456428038'])
('shrine', 'hilltop')	8.517393171418904	(1.0, 1.0)	1.0	['3542586038']	(['3542586038'], ['3542586038'])
('schoolchildren', 'trouble')	8.517393171418904	(1.0, 1.0)	1.0	['1282459955']	(['1282459955'], ['1282459955'])
('distances', 'trouble')	8.517393171418904	(1.0, 1.0)	1.0	['1282459955']	(['1282459955'], ['1282459955'])
('distances', 'schoolchildren')	8.517393171418904	(1.0, 1.0)	1.0	['1282459955']	(['1282459955'], ['1282459955'])
('dolls', 'hobby')	8.517393171418904	(1.0, 1.0)	1.0	['985094471']	(['985094471'], ['985094471'])
('tulip', 'cloth')	8.517393171418904	(1.0, 1.0)	1.0	['668426878']	(['668426878'], ['668426878'])
('endemic', 'ghats')	8.517393171418904	(1.0, 1.0)	1.0	['2040306098']	(['2040306098'], ['2040306098'])
('frog', 'ghats')	8.517393171418904	(1.0, 1.0)	1.0	['2040306098']	(['2040306098'], ['2040306098'])
('frog', 'endemic')	8.517393171418904	(1.0, 1.0)	1.0	['2040306098']	(['2040306098'], ['2040306098'])
('times', 'stopwatch')	8.517393171418904	(1.0, 1.0)	1.0	['2443991198']	(['2443991198'], ['2443991198'])
('shorts', 'jogging')	8.517393171418904	(1.0, 1.0)	1.0	['3216311804']	(['3216311804'], ['3216311804'])
('skateboarder', 'obstacle')	8.517393171418904	(1.0, 1.0)	1.0	['3117853989']	(['3117853989'], ['3117853989'])
('weekends', 'hire')	8.517393171418904	(1.0, 1.0)	1.0	['2873655723']	(['2873655723'], ['2873655723'])
('levels', 'hire')	8.517393171418904	(1.0, 1.0)	1.0	['2873655723']	(['2873655723'], ['2873655723'])
('levels', 'weekends')	8.517393171418904	(1.0, 1.0)	1.0	['2873655723']	(['2873655723'], ['2873655723'])
('mobility', 'hire')	8.517393171418904	(1.0, 1.0)	1.0	['2873655723']	(['2873655723'], ['2873655723'])
('mobility', 'weekends')	8.517393171418904	(1.0, 1.0)	1.0	['2873655723']	(['2873655723'], ['2873655723'])
('mobility', 'levels')	8.517393171418904	(1.0, 1.0)	1.0	['2873655723']	(['2873655723'], ['2873655723'])
('throat', 'anatomy')	8.517393171418904	(1.0, 1.0)	1.0	['3802378547']	(['3802378547'], ['3802378547'])
('winch', 'paraglider')	8.517393171418904	(1.0, 1.0)	1.0	['3970815834']	(['3970815834'], ['3970815834'])
('bespoke', 'conservatory')	8.517393171418904	(1.0, 1.0)	1.0	['1501225473']	(['1501225473'], ['1501225473'])
('instant', 'noodles')	8.517393171418904	(1.0, 1.0)	1.0	['515375418']	(['515375418'], ['515375418'])
('teapot', 'capsules')	8.517393171418904	(1.0, 1.0)	1.0	['1481414232']	(['1481414232'], ['1481414232'])
('shoppers', 'diners')	8.517393171418904	(1.0, 1.0)	1.0	['2122448493']	(['2122448493'], ['2122448493'])
('bears', 'calls')	8.517393171418904	(1.0, 1.0)	1.0	['2926647164']	(['2926647164'], ['2926647164'])
('dolphins', 'depths')	8.517393171418904	(1.0, 1.0)	1.0	['1807054592']	(['1807054592'], ['1807054592'])
('balconies', 'units')	8.517393171418904	(1.0, 1.0)	1.0	['2128756191']	(['2128756191'], ['2128756191'])
('instruments', 'airliner')	8.517393171418904	(1.0, 1.0)	1.0	['2141775918']	(['2141775918'], ['2141775918'])
('controls', 'airliner')	8.517393171418904	(1.0, 1.0)	1.0	['2141775918']	(['2141775918'], ['2141775918'])
('controls', 'instruments')	8.517393171418904	(1.0, 1.0)	1.0	['2141775918']	(['2141775918'], ['2141775918'])
('harmony', 'balance')	8.517393171418904	(1.0, 1.0)	1.0	['1800487244']	(['1800487244'], ['1800487244'])
('finalist', 'karaoke')	8.517393171418904	(1.0, 1.0)	1.0	['217613413']	(['217613413'], ['217613413'])
('chrome', 'h')	8.517393171418904	(1.0, 1.0)	1.0	['836759457']	(['836759457'], ['836759457'])
('headset', 'reality')	8.517393171418904	(1.0, 1.0)	1.0	['1024672010']	(['1024672010'], ['1024672010'])
('refugees', 'communities')	8.517393171418904	(1.0, 1.0)	1.0	['2461553664']	(['2461553664'], ['2461553664'])
('programme', 'speech')	8.517393171418904	(1.0, 1.0)	1.0	['3319815045']	(['3319815045'], ['3319815045'])
('orangutans', 'tragedy')	8.517393171418904	(1.0, 1.0)	1.0	['1612611758']	(['1612611758'], ['1612611758'])
('fires', 'tragedy')	8.517393171418904	(1.0, 1.0)	1.0	['1612611758']	(['1612611758'], ['1612611758'])
('fires', 'orangutans')	8.517393171418904	(1.0, 1.0)	1.0	['1612611758']	(['1612611758'], ['1612611758'])
('cabbage', 'chunks')	8.517393171418904	(1.0, 1.0)	1.0	['1078830970']	(['1078830970'], ['1078830970'])
('eucalyptus', 'trunks')	8.517393171418904	(1.0, 1.0)	1.0	['4112330521']	(['4112330521'], ['4112330521'])
('signboard', 'carpark')	8.517393171418904	(1.0, 1.0)	1.0	['3380677732']	(['3380677732'], ['3380677732'])
('review', 'cookbook')	8.517393171418904	(1.0, 1.0)	1.0	['1969137483']	(['1969137483'], ['1969137483'])
('jackpot', 'slot')	8.517393171418904	(1.0, 1.0)	1.0	['3859037766']	(['3859037766'], ['3859037766'])
('ad', 'reign')	8.517393171418904	(1.0, 1.0)	1.0	['4151166178']	(['4151166178'], ['4151166178'])
('cute', 'identity')	8.517393171418904	(1.0, 1.0)	1.0	['3195779259']	(['3195779259'], ['3195779259'])
('salon', 'identity')	8.517393171418904	(1.0, 1.0)	1.0	['3195779259']	(['3195779259'], ['3195779259'])
('salon', 'cute')	8.517393171418904	(1.0, 1.0)	1.0	['3195779259']	(['3195779259'], ['3195779259'])
('casualties', 'governor')	8.517393171418904	(1.0, 1.0)	1.0	['964920742']	(['964920742'], ['964920742'])
('antibiotics', 'cells')	8.517393171418904	(1.0, 1.0)	1.0	['1785525460']	(['1785525460'], ['1785525460'])
('bacteria', 'cells')	8.517393171418904	(1.0, 1.0)	1.0	['1785525460']	(['1785525460'], ['1785525460'])
('bacteria', 'antibiotics')	8.517393171418904	(1.0, 1.0)	1.0	['1785525460']	(['1785525460'], ['1785525460'])
('microscope', 'cells')	8.517393171418904	(1.0, 1.0)	1.0	['1785525460']	(['1785525460'], ['1785525460'])
('microscope', 'antibiotics')	8.517393171418904	(1.0, 1.0)	1.0	['1785525460']	(['1785525460'], ['1785525460'])
('microscope', 'bacteria')	8.517393171418904	(1.0, 1.0)	1.0	['1785525460']	(['1785525460'], ['1785525460'])
('aquarium', 'jellyfish')	8.517393171418904	(1.0, 1.0)	1.0	['3714252334']	(['3714252334'], ['3714252334'])
('stalk', 'sage')	8.517393171418904	(1.0, 1.0)	1.0	['2323119350']	(['2323119350'], ['2323119350'])
('honey', 'rounds')	8.517393171418904	(1.0, 1.0)	1.0	['2347135952']	(['2347135952'], ['2347135952'])
('mind', 'pedestrians')	8.517393171418904	(1.0, 1.0)	1.0	['897115160']	(['897115160'], ['897115160'])
('wildlife', 'spade')	8.517393171418904	(1.0, 1.0)	1.0	['273889441']	(['273889441'], ['273889441'])
('humpback', 'spade')	8.517393171418904	(1.0, 1.0)	1.0	['273889441']	(['273889441'], ['273889441'])
('humpback', 'wildlife')	8.517393171418904	(1.0, 1.0)	1.0	['273889441']	(['273889441'], ['273889441'])
('digger', 'spade')	8.517393171418904	(1.0, 1.0)	1.0	['273889441']	(['273889441'], ['273889441'])
('digger', 'wildlife')	8.517393171418904	(1.0, 1.0)	1.0	['273889441']	(['273889441'], ['273889441'])
('digger', 'humpback')	8.517393171418904	(1.0, 1.0)	1.0	['273889441']	(['273889441'], ['273889441'])
('basil', 'strawberry')	8.517393171418904	(1.0, 1.0)	1.0	['1726498227']	(['1726498227'], ['1726498227'])
('mosses', 'ferns')	8.517393171418904	(1.0, 1.0)	1.0	['1980915525']	(['1980915525'], ['1980915525'])
('lettuce', 'ape')	8.517393171418904	(1.0, 1.0)	1.0	['3498581451']	(['3498581451'], ['3498581451'])
('giraffes', 'weeks')	8.517393171418904	(1.0, 1.0)	1.0	['1224395536']	(['1224395536'], ['1224395536'])
('sleep', 'weeks')	8.517393171418904	(1.0, 1.0)	1.0	['1224395536']	(['1224395536'], ['1224395536'])
('sleep', 'giraffes')	8.517393171418904	(1.0, 1.0)	1.0	['1224395536']	(['1224395536'], ['1224395536'])
('reallyfeel', 'scars')	8.517393171418904	(1.0, 1.0)	1.0	['2553740808']	(['2553740808'], ['2553740808'])
('war', 'scars')	8.517393171418904	(1.0, 1.0)	1.0	['2553740808']	(['2553740808'], ['2553740808'])
('war', 'reallyfeel')	8.517393171418904	(1.0, 1.0)	1.0	['2553740808']	(['2553740808'], ['2553740808'])
('observation', 'proposal')	8.517393171418904	(1.0, 1.0)	1.0	['1568662051']	(['1568662051'], ['1568662051'])
('oxide', 'copper')	8.517393171418904	(1.0, 1.0)	1.0	['613125885']	(['613125885'], ['613125885'])
('cobalt', 'streak')	8.517393171418904	(1.0, 1.0)	1.0	['4274054609']	(['4274054609'], ['4274054609'])
('halls', 'grade')	8.517393171418904	(1.0, 1.0)	1.0	['4217801889']	(['4217801889'], ['4217801889'])
('cigar', 'ashtray')	8.517393171418904	(1.0, 1.0)	1.0	['594533614']	(['594533614'], ['594533614'])
('infection', 'pets')	8.517393171418904	(1.0, 1.0)	1.0	['3774850566']	(['3774850566'], ['3774850566'])
('chemical', 'forms')	8.517393171418904	(1.0, 1.0)	1.0	['1395490673']	(['1395490673'], ['1395490673'])
('birdie', 'putts')	8.517393171418904	(1.0, 1.0)	1.0	['341234699']	(['341234699'], ['341234699'])
('antlers', 'moss')	8.517393171418904	(1.0, 1.0)	1.0	['3158500502']	(['3158500502'], ['3158500502'])
('cog', 'parameters')	8.517393171418904	(1.0, 1.0)	1.0	['2968049521']	(['2968049521'], ['2968049521'])
('electricity', 'dam')	8.517393171418904	(1.0, 1.0)	1.0	['3823424729']	(['3823424729'], ['3823424729'])
('teammates', 'slam')	8.517393171418904	(1.0, 1.0)	1.0	['3126377687']	(['3126377687'], ['3126377687'])
('hoop', 'forehead')	8.517393171418904	(1.0, 1.0)	1.0	['2424940639']	(['2424940639'], ['2424940639'])
('lamp', 'lamps')	8.517393171418904	(1.0, 1.0)	1.0	['1593787083']	(['1593787083'], ['1593787083'])
('backlit', 'seafront')	8.517393171418904	(1.0, 1.0)	1.0	['2914943212']	(['2914943212'], ['2914943212'])
('brushes', 'maiden')	8.517393171418904	(1.0, 1.0)	1.0	['1996016406']	(['1996016406'], ['1996016406'])
('coeducation', 'zone')	8.517393171418904	(1.0, 1.0)	1.0	['2045055893']	(['2045055893'], ['2045055893'])
('thon', 'edit')	8.517393171418904	(1.0, 1.0)	1.0	['1368884783']	(['1368884783'], ['1368884783'])
('rocky', 'boulders')	8.517393171418904	(1.0, 1.0)	1.0	['274340465']	(['274340465'], ['274340465'])
('application', 'surfaces')	8.517393171418904	(1.0, 1.0)	1.0	['1362907549']	(['1362907549'], ['1362907549'])
('communication', 'surfaces')	8.517393171418904	(1.0, 1.0)	1.0	['1362907549']	(['1362907549'], ['1362907549'])
('communication', 'application')	8.517393171418904	(1.0, 1.0)	1.0	['1362907549']	(['1362907549'], ['1362907549'])
('spaces', 'surfaces')	8.517393171418904	(1.0, 1.0)	1.0	['1362907549']	(['1362907549'], ['1362907549'])
('spaces', 'application')	8.517393171418904	(1.0, 1.0)	1.0	['1362907549']	(['1362907549'], ['1362907549'])
('spaces', 'communication')	8.517393171418904	(1.0, 1.0)	1.0	['1362907549']	(['1362907549'], ['1362907549'])
('oasis', 'membership')	8.517393171418904	(1.0, 1.0)	1.0	['740899953']	(['740899953'], ['740899953'])
('i', 'd')	8.517393171418904	(1.0, 1.0)	1.0	['2126042634']	(['2126042634'], ['2126042634'])
('ofperson', 'monochrome')	8.517393171418904	(1.0, 1.0)	1.0	['1343096696']	(['1343096696'], ['1343096696'])
('planes', 'passengers')	8.517393171418904	(1.0, 1.0)	1.0	['4170506344']	(['4170506344'], ['4170506344'])
('vases', 'candlesticks')	8.517393171418904	(1.0, 1.0)	1.0	['2667097270']	(['2667097270'], ['2667097270'])
('charcoal', 'frames')	8.517393171418904	(1.0, 1.0)	1.0	['4088089526']	(['4088089526'], ['4088089526'])
('topper', 'pops')	8.517393171418904	(1.0, 1.0)	1.0	['2577368014']	(['2577368014'], ['2577368014'])
('talons', 'adult')	8.517393171418904	(1.0, 1.0)	1.0	['2595932048']	(['2595932048'], ['2595932048'])
('procession', 'vantage')	8.517393171418904	(1.0, 1.0)	1.0	['2465171741']	(['2465171741'], ['2465171741'])
('mistakes', 'chili')	8.517393171418904	(1.0, 1.0)	1.0	['1065118404']	(['1065118404'], ['1065118404'])
('fasting', 'chili')	8.517393171418904	(1.0, 1.0)	1.0	['1065118404']	(['1065118404'], ['1065118404'])
('fasting', 'mistakes')	8.517393171418904	(1.0, 1.0)	1.0	['1065118404']	(['1065118404'], ['1065118404'])
('painters', 'damp')	8.517393171418904	(1.0, 1.0)	1.0	['2958038247']	(['2958038247'], ['2958038247'])
('engineers', 'damp')	8.517393171418904	(1.0, 1.0)	1.0	['2958038247']	(['2958038247'], ['2958038247'])
('engineers', 'painters')	8.517393171418904	(1.0, 1.0)	1.0	['2958038247']	(['2958038247'], ['2958038247'])
('worm', 'eps')	8.517393171418904	(1.0, 1.0)	1.0	['2976455932']	(['2976455932'], ['2976455932'])
('binoculars', 'promenade')	8.517393171418904	(1.0, 1.0)	1.0	['982567014']	(['982567014'], ['982567014'])
('assistance', 'referee')	8.517393171418904	(1.0, 1.0)	1.0	['1175184855']	(['1175184855'], ['1175184855'])
('pain', 'referee')	8.517393171418904	(1.0, 1.0)	1.0	['1175184855']	(['1175184855'], ['1175184855'])
('pain', 'assistance')	8.517393171418904	(1.0, 1.0)	1.0	['1175184855']	(['1175184855'], ['1175184855'])
('demonstrator', 'reforms')	8.517393171418904	(1.0, 1.0)	1.0	['4064819461']	(['4064819461'], ['4064819461'])
('twin', 'hospital')	8.517393171418904	(1.0, 1.0)	1.0	['2694311421']	(['2694311421'], ['2694311421'])
('injuries', 'hospital')	8.517393171418904	(1.0, 1.0)	1.0	['2694311421']	(['2694311421'], ['2694311421'])
('injuries', 'twin')	8.517393171418904	(1.0, 1.0)	1.0	['2694311421']	(['2694311421'], ['2694311421'])
('metabolism', 'caffeine')	8.517393171418904	(1.0, 1.0)	1.0	['3523734233']	(['3523734233'], ['3523734233'])
('decor', 'drawers')	8.517393171418904	(1.0, 1.0)	1.0	['4060195761']	(['4060195761'], ['4060195761'])
('stubble', 'plough')	8.517393171418904	(1.0, 1.0)	1.0	['1923998165']	(['1923998165'], ['1923998165'])
('courses', 'nominee')	8.517393171418904	(1.0, 1.0)	1.0	['3444500981']	(['3444500981'], ['3444500981'])
('rubs', 'parrots')	8.517393171418904	(1.0, 1.0)	1.0	['1373790599']	(['1373790599'], ['1373790599'])
('pancakes', 'teenager')	8.517393171418904	(1.0, 1.0)	1.0	['1725088339']	(['1725088339'], ['1725088339'])
('clubhouse', 'par')	8.517393171418904	(1.0, 1.0)	1.0	['3423981734']	(['3423981734'], ['3423981734'])
('bassist', 'vocalist')	8.517393171418904	(1.0, 1.0)	1.0	['1482723044']	(['1482723044'], ['1482723044'])
('death', 'memento')	8.517393171418904	(1.0, 1.0)	1.0	['1282101829']	(['1282101829'], ['1282101829'])
('crossbones', 'memento')	8.517393171418904	(1.0, 1.0)	1.0	['1282101829']	(['1282101829'], ['1282101829'])
('crossbones', 'death')	8.517393171418904	(1.0, 1.0)	1.0	['1282101829']	(['1282101829'], ['1282101829'])
('mori', 'memento')	8.517393171418904	(1.0, 1.0)	1.0	['1282101829']	(['1282101829'], ['1282101829'])
('mori', 'death')	8.517393171418904	(1.0, 1.0)	1.0	['1282101829']	(['1282101829'], ['1282101829'])
('mori', 'crossbones')	8.517393171418904	(1.0, 1.0)	1.0	['1282101829']	(['1282101829'], ['1282101829'])
('stories', 'townhouse')	8.517393171418904	(1.0, 1.0)	1.0	['2240311480']	(['2240311480'], ['2240311480'])
('beverage', 'diy')	8.517393171418904	(1.0, 1.0)	1.0	['1610613124']	(['1610613124'], ['1610613124'])
('factor', 'sultry')	8.517393171418904	(1.0, 1.0)	1.0	['1251189696']	(['1251189696'], ['1251189696'])
('pirate', 'mermaid')	8.517393171418904	(1.0, 1.0)	1.0	['1269348163']	(['1269348163'], ['1269348163'])
('waffle', 'robe')	8.517393171418904	(1.0, 1.0)	1.0	['1496310746']	(['1496310746'], ['1496310746'])
('boss', 'bonus')	8.517393171418904	(1.0, 1.0)	1.0	['408662803']	(['408662803'], ['408662803'])
('geyser', 'phases')	8.517393171418904	(1.0, 1.0)	1.0	['3572258577']	(['3572258577'], ['3572258577'])
('nights', 'disease')	8.517393171418904	(1.0, 1.0)	1.0	['1762819536']	(['1762819536'], ['1762819536'])
('recognition', 'disease')	8.517393171418904	(1.0, 1.0)	1.0	['1762819536']	(['1762819536'], ['1762819536'])
('recognition', 'nights')	8.517393171418904	(1.0, 1.0)	1.0	['1762819536']	(['1762819536'], ['1762819536'])
('straws', 'railways')	8.517393171418904	(1.0, 1.0)	1.0	['2146870354']	(['2146870354'], ['2146870354'])
('denim', 'simplicity')	8.517393171418904	(1.0, 1.0)	1.0	['2542726499']	(['2542726499'], ['2542726499'])
('embroidery', 'stitches')	8.517393171418904	(1.0, 1.0)	1.0	['1068537322']	(['1068537322'], ['1068537322'])
('seating', 'stools')	8.517393171418904	(1.0, 1.0)	1.0	['969450506']	(['969450506'], ['969450506'])
('jam', 'gridlock')	8.517393171418904	(1.0, 1.0)	1.0	['3827328014']	(['3827328014'], ['3827328014'])
('directions', 'agenda')	8.517393171418904	(1.0, 1.0)	1.0	['4205661595']	(['4205661595'], ['4205661595'])
('scores', 'nerve')	8.517393171418904	(1.0, 1.0)	1.0	['1167239744']	(['1167239744'], ['1167239744'])
('striker', 'nerve')	8.517393171418904	(1.0, 1.0)	1.0	['1167239744']	(['1167239744'], ['1167239744'])
('striker', 'scores')	8.517393171418904	(1.0, 1.0)	1.0	['1167239744']	(['1167239744'], ['1167239744'])
('graphics', 'editor')	8.517393171418904	(1.0, 1.0)	1.0	['4148614950']	(['4148614950'], ['4148614950'])
('journalist', 'discussions')	8.517393171418904	(1.0, 1.0)	1.0	['2013073952']	(['2013073952'], ['2013073952'])
('zipper', 'express')	8.517393171418904	(1.0, 1.0)	1.0	['4211526763']	(['4211526763'], ['4211526763'])
('tops', 'express')	8.517393171418904	(1.0, 1.0)	1.0	['4211526763']	(['4211526763'], ['4211526763'])
('tops', 'zipper')	8.517393171418904	(1.0, 1.0)	1.0	['4211526763']	(['4211526763'], ['4211526763'])
('alligator', 'shoreline')	8.517393171418904	(1.0, 1.0)	1.0	['327905751']	(['327905751'], ['327905751'])
('gallons', 'pump')	8.517393171418904	(1.0, 1.0)	1.0	['572679902']	(['572679902'], ['572679902'])
('syringe', 'threats')	8.517393171418904	(1.0, 1.0)	1.0	['3766282698']	(['3766282698'], ['3766282698'])
('poison', 'threats')	8.517393171418904	(1.0, 1.0)	1.0	['3766282698']	(['3766282698'], ['3766282698'])
('poison', 'syringe')	8.517393171418904	(1.0, 1.0)	1.0	['3766282698']	(['3766282698'], ['3766282698'])
('fishermen', 'longtail')	8.517393171418904	(1.0, 1.0)	1.0	['4190335066']	(['4190335066'], ['4190335066'])
('rage', 'haircuts')	8.517393171418904	(1.0, 1.0)	1.0	['2659193160']	(['2659193160'], ['2659193160'])
('participants', 'professor')	8.517393171418904	(1.0, 1.0)	1.0	['3986319043']	(['3986319043'], ['3986319043'])
('beds', 'prairie')	8.517393171418904	(1.0, 1.0)	1.0	['3839491594']	(['3839491594'], ['3839491594'])
('grasses', 'prairie')	8.517393171418904	(1.0, 1.0)	1.0	['3839491594']	(['3839491594'], ['3839491594'])
('grasses', 'beds')	8.517393171418904	(1.0, 1.0)	1.0	['3839491594']	(['3839491594'], ['3839491594'])
('birdhouse', 'feeder')	8.517393171418904	(1.0, 1.0)	1.0	['1161845922']	(['1161845922'], ['1161845922'])
