words	excess_joint	marginal_counts	joint_count	joint_image_ids	marginal_img_ids
('sedan', 'exhaust pipe')	8.890258722767731	(4.0, 100.0)	1.0	['2929295006']	(['2139174554', '1077782862', '3826052242', '2929295006'], ['2929555610', '4227235635', '751872198', '1888677130', '4218320700', '2196563083', '374721332', '823655255', '763668217', '2660356290'])
('cyclist', 'biker')	8.85489157893044	(37.0, 56.0)	5.0	['515025598', '3741112575', '1708718237', '4219314491', '3693088682']	(['1759298622', '4180873188', '306683601', '249148281', '1043012977', '515025598', '2595280390', '3170871628', '2838197225', '1864792886'], ['1671394208', '2636625378', '2378709274', '1773378884', '455252138', '1614384084', '393434123', '1597003410', '1069422100', '1065609546'])
('recliner', 'armchair')	8.851038009614449	(104.0, 4.0)	1.0	['2290868848']	(['1732349003', '2360717641', '1285257240', '2752668933', '2913578929', '3692118592', '4173477033', '808665248', '4261687358', '1753263216'], ['291561667', '2571765095', '2290868848', '2264353850'])
('computers', 'monitors')	8.597962312765205	(57.0, 47.0)	5.0	['673426369', '3512687673', '3650615526', '1714301759', '2892953563']	(['3965243229', '2987675270', '1686792928', '3099080433', '2306449448', '2339167425', '745209541', '4340664', '2362332935', '1801503065'], ['2930654645', '717301124', '1714301759', '111925543', '2668441534', '73913096', '2036557341', '3224678170', '2404340142', '1973733235'])
('hamburger', 'meal')	8.597589108804911	(134.0, 4.0)	1.0	['2809818674']	(['2719347033', '1384439841', '68868353', '293563352', '3058875244', '1576802716', '2714419669', '3843743842', '1950879120', '3218705622'], ['2724899804', '3248329941', '2809818674', '413928398'])
('hamburger', 'burger')	8.556247768648468	(134.0, 321.0)	77.0	['1250613919', '1773289513', '1440378671', '2195981959', '3345339308', '1520761074', '1384439841', '955642985', '4158934441', '2232436255']	(['2719347033', '1384439841', '68868353', '293563352', '3058875244', '1576802716', '2714419669', '3843743842', '1950879120', '3218705622'], ['2623558577', '3618908415', '1181334637', '669879933', '2915614572', '1235419327', '1884673446', '44756579', '3281258992', '2447562371'])
('jet engine', 'fuselage')	8.54136396614796	(18.0, 63.0)	2.0	['1397880973', '2319620916']	(['2408972697', '647403275', '4192156324', '3304487428', '3563109286', '2320457053', '3007437955', '3922645129', '1397880973', '1888286661'], ['4094538609', '3924260793', '1532806659', '1786952395', '4138617616', '3171221572', '536015118', '965316740', '2368261735', '4078359392'])
('electrical outlet', 'toilet lid')	8.436003450490134	(3.0, 210.0)	1.0	['2904490279']	(['2904490279', '438082300', '1420735603'], ['3941578359', '2215511152', '145081947', '2553375864', '1249815877', '2764090078', '2100529812', '662172919', '2586845423', '286108251'])
('police', 'policeman')	8.353765352253163	(16.0, 171.0)	4.0	['453146217', '3688192400', '1292333637', '2962008125']	(['1225047829', '1006945277', '2191808687', '408397706', '1265762507', '1064049332', '1292333637', '963720774', '3835454305', '3688192400'], ['168151012', '2710307299', '1452910693', '494177744', '1698858182', '3987454085', '1269897944', '23240988', '78931357', '2962008125'])
('sign post', 'street sign')	8.304789556005975	(5.0, 431.0)	3.0	['4102089704', '4210674763', '3993076969']	(['2589898900', '4102089704', '4210674763', '3993076969', '768514147'], ['620524058', '212374134', '1674966866', '2430733929', '2642567192', '985976974', '2283076559', '1831440960', '4134568599', '1976106898'])
('stuffed animals', 'teddy bears')	8.275073083677498	(370.0, 2.0)	1.0	['2755496933']	(['2171761338', '580438447', '3546196583', '3072265140', '2143687761', '3178325470', '1820809596', '3266942281', '3780724239', '76940948'], ['4161701359', '2755496933'])
('cpu', 'computers')	8.273722644579626	(26.0, 57.0)	2.0	['326223736', '4231310387']	(['1590937588', '309124908', '681819621', '1381287319', '4231310387', '3817373914', '3069560757', '3253804347', '1690863081', '804643334'], ['3965243229', '2987675270', '1686792928', '3099080433', '2306449448', '2339167425', '745209541', '4340664', '2362332935', '1801503065'])
('condiments', 'door handle')	8.199614672425904	(7.0, 114.0)	1.0	['1215374112']	(['203541365', '2354083237', '1343740740', '1215374112', '1705886151', '2055628897', '1800869132'], ['400588660', '1012987045', '2588728782', '1891467488', '2631543682', '2734822845', '1385963605', '2534030777', '2031619615', '1642900201'])
('towel rack', 'products')	8.187161211354617	(404.0, 2.0)	1.0	['4072055518']	(['19610907', '3555279281', '3846450252', '339163430', '1669448789', '1848598402', '3268509899', '2114294279', '1430880402', '1079215940'], ['2783915499', '4072055518'])
('skater', 'skateboarder')	8.184689022209229	(60.0, 108.0)	8.0	['2828478694', '3125602787', '21850206', '1796336106', '4168434836', '2004396724', '885810714', '1538885834']	(['2199228024', '2426658615', '2772180086', '3099512336', '1317557517', '1165469703', '2402189147', '1796336106', '4294299284', '3777562205'], ['2976101269', '1046697116', '1981441419', '2497973458', '658874636', '1266323712', '2549373438', '3387540720', '771693932', '3062671646'])
('french fry', 'fry')	8.182314158104374	(226.0, 97.0)	27.0	['403623952', '2136775488', '2191833842', '2992582629', '373966702', '2002837506', '3999184667', '2302533207', '4260403636', '2671508719']	(['1181334637', '1401781611', '1873032276', '1094938897', '214881648', '3606591630', '3235117639', '1152727695', '3214422342', '3471104035'], ['2233888041', '1765688041', '400811399', '403623952', '4192580871', '2469348358', '3282511009', '1606222674', '2561908104', '230454570'])
('police', 'police officer')	8.182222929714035	(16.0, 203.0)	4.0	['453146217', '2880291296', '2962008125', '3835454305']	(['1225047829', '1006945277', '2191808687', '408397706', '1265762507', '1064049332', '1292333637', '963720774', '3835454305', '3688192400'], ['2962008125', '2852875408', '365204571', '856651564', '2259186665', '590052946', '178014047', '2185707442', '1269897944', '3309715665'])
('front wheel', 'dirt bike')	8.162710115490453	(12.0, 69.0)	1.0	['1212548289']	(['4038887974', '3058081812', '3595801751', '2770118695', '1212548289', '3663897270', '2308141015', '2190699575', '438297154', '3081998417'], ['1855505141', '1378877692', '1643738605', '4240690738', '3836930885', '2682917436', '2028375028', '1170379899', '1747624433', '1300532068'])
('range', 'stove top,stovetop')	8.148321378038354	(12.0, 420.0)	6.0	['3610838216', '3740336154', '1945981427', '3201128370', '1097984563', '1362418069']	(['3610838216', '219190002', '4063423903', '3740336154', '114397411', '1097984563', '3201128370', '462933788', '1362418069', '3739915550'], ['1253024773', '698437440', '1865796096', '281439117', '3636012579', '1885538533', '2021606742', '1271513727', '3926572433', '875698887'])
('planes', 'airplanes')	8.107499383518098	(595.0, 25.0)	17.0	['894426966', '2505460010', '668878727', '3210958102', '1213448818', '838893146', '2899458729', '3167985755', '200386983', '2165425511']	(['922262463', '1524107736', '3276634215', '1198032898', '150674947', '2616875534', '2583200865', '2728945623', '2972079678', '1351648102'], ['1005927872', '1350459084', '752021662', '817221270', '963890522', '1072461517', '200386983', '874709746', '2165425511', '2899458729'])
('electronics', 'cpu')	8.09726620723807	(34.0, 26.0)	1.0	['326223736']	(['97058494', '3329132863', '601360492', '4083004390', '568304781', '289377746', '3152403023', '2204074790', '1462116181', '604275143'], ['1590937588', '309124908', '681819621', '1381287319', '4231310387', '3817373914', '3069560757', '3253804347', '1690863081', '804643334'])
('french fry', 'meal')	8.074893909483537	(226.0, 4.0)	1.0	['2809818674']	(['1181334637', '1401781611', '1873032276', '1094938897', '214881648', '3606591630', '3235117639', '1152727695', '3214422342', '3471104035'], ['2724899804', '3248329941', '2809818674', '413928398'])
('jets', 'planes')	8.06237894823763	(20.0, 595.0)	13.0	['1580319200', '120419467', '1193203605', '2899458729', '3284803662', '3315882780', '1992604357', '227933882', '150674947', '1350459084']	(['874104355', '1789239269', '150674947', '3284803662', '2696431618', '3277233653', '227933882', '840084129', '1350459084', '295153507'], ['922262463', '1524107736', '3276634215', '1198032898', '150674947', '2616875534', '2583200865', '2728945623', '2972079678', '1351648102'])
('french fry', 'fries')	8.061897336656356	(226.0, 697.0)	172.0	['1728122733', '1818432419', '1181334637', '3721639277', '3848754874', '2111628396', '29708717', '214881648', '2528566021', '3952888428']	(['1181334637', '1401781611', '1873032276', '1094938897', '214881648', '3606591630', '3235117639', '1152727695', '3214422342', '3471104035'], ['1959622631', '3809777676', '3174141703', '3848754874', '4100429473', '1759544700', '1749046131', '768679286', '2483675459', '1506933570'])
('shakers', 'pepper shaker')	8.023300675081739	(416.0, 135.0)	59.0	['1105390650', '781300018', '610072509', '2757425184', '2397277794', '4177716271', '1545718079', '4237690698', '4101157636', '1139393002']	(['1520149804', '2883532283', '1741786503', '2747817643', '4264028434', '739674236', '823063630', '2589162631', '1912790059', '2367947548'], ['3361078330', '2537100405', '1279271783', '2376360020', '1902411525', '2596034936', '2614828935', '918876443', '1324294816', '2435462326'])
('baseball game', 'baseball field')	8.006491182599136	(11.0, 88.0)	1.0	['3699758505']	(['3667990770', '910127606', '1971059300', '2155437745', '1760995205', '1638092902', '2663968858', '2175007974', '3469005685', '3699758505'], ['4201868323', '2759544254', '4244144672', '2636119003', '823216240', '2208256344', '518156852', '3588561715', '192436145', '2508141134'])
('black', 'train engine')	8.006491182599136	(88.0, 11.0)	1.0	['1013897200']	(['1185181829', '4052384259', '4200925683', '1091822155', '774576458', '1138444282', '283350068', '3258054298', '1337660550', '924727927'], ['1013897200', '2414985551', '2735320942', '2292358735', '739483182', '2909810489', '2048035546', '2959060097', '2410353074', '2831528966'])
('meters', 'light pole')	7.9453805340416634	(49.0, 21.0)	1.0	['1904605301']	(['705920353', '3267094677', '3220947151', '3245356112', '245424715', '2478339215', '178508187', '728630463', '3124243720', '3279573103'], ['3246723220', '272650310', '2630964313', '1167700984', '2089464249', '1343283821', '3813851295', '3244282985', '1351965051', '588176752'])
('goose', 'geese')	7.934934261032547	(451.0, 83.0)	36.0	['3631250020', '258275985', '2836324574', '2522265527', '2609690957', '1662690911', '1444928342', '151436444', '2814141144', '1899615904']	(['3183234416', '262107814', '2036432693', '2627181046', '2093787701', '1406914528', '1631452202', '630037786', '2743197701', '2992077000'], ['3216857830', '2004290056', '713778508', '471273138', '2506136975', '2095099368', '2822826264', '1717629739', '1210833560', '2612917665'])
('tissues', 'tissue box')	7.911932599974123	(105.0, 152.0)	15.0	['3579607246', '2056331468', '3364112575', '1215195740', '2635538107', '714382949', '956766275', '390413136', '3669427825', '2120574191']	(['3653779606', '64754947', '3801612041', '231992245', '1081864040', '2056331468', '2226988887', '3732184727', '2121491515', '3956437163'], ['1920277789', '2869947559', '1305945627', '3221064579', '3117003087', '2136288905', '974262777', '3519672746', '1749560861', '5144675'])
('skater', 'skatepark')	7.897006949757447	(60.0, 18.0)	1.0	['3773284072']	(['2199228024', '2426658615', '2772180086', '3099512336', '1317557517', '1165469703', '2402189147', '1796336106', '4294299284', '3777562205'], ['3516609548', '4073314128', '3716730685', '3214629308', '2425011462', '3357177599', '1589781119', '2792656522', '2661947148', '3130684228'])
('outfield', 'baseball field')	7.892080831421392	(37.0, 88.0)	3.0	['588112064', '2895503276', '2475951742']	(['678722332', '1872065954', '821211590', '2475951742', '3250330246', '662247664', '4130705074', '2895503276', '2448485413', '4045885953'], ['4201868323', '2759544254', '4244144672', '2636119003', '823216240', '2208256344', '518156852', '3588561715', '192436145', '2508141134'])
('fry', 'fries')	7.837764324517526	(97.0, 697.0)	59.0	['3549035380', '3654710059', '2992582629', '847903788', '3999184667', '1268988484', '1332496954', '2771620968', '680550411', '2407506334']	(['2233888041', '1765688041', '400811399', '403623952', '4192580871', '2469348358', '3282511009', '1606222674', '2561908104', '230454570'], ['1959622631', '3809777676', '3174141703', '3848754874', '4100429473', '1759544700', '1749046131', '768679286', '2483675459', '1506933570'])
('back wheel', 'spokes')	7.831600749606654	(2.0, 1153.0)	2.0	['2934603269', '851268259']	(['2934603269', '851268259'], ['765006162', '2590921774', '1559503392', '3341658926', '1599498683', '3350676293', '3832714599', '1497267541', '3965255364', '2049880434'])
('tennis', 'tennis match')	7.829867646919819	(165.0, 7.0)	1.0	['259514577']	(['2541097418', '4186453874', '1143289362', '1107536264', '1696084142', '729245423', '1782674543', '1349707962', '2459498575', '2647867651'], ['1953617245', '259514577', '2390395716', '435754537', '2167512516', '971113918', '1388332749'])
('police officer', 'policeman')	7.79414956431774	(203.0, 171.0)	29.0	['178014047', '785229469', '933308402', '912179002', '1269897944', '2664286405', '1294326220', '152675047', '2106359664', '388912396']	(['2962008125', '2852875408', '365204571', '856651564', '2259186665', '590052946', '178014047', '2185707442', '1269897944', '3309715665'], ['168151012', '2710307299', '1452910693', '494177744', '1698858182', '3987454085', '1269897944', '23240988', '78931357', '2962008125'])
('office', 'monitors')	7.7582116580133835	(132.0, 47.0)	5.0	['2579644603', '3750804481', '850557799', '1292633938', '1396828408']	(['3059874550', '2444581378', '1908561428', '3325147413', '3338970535', '1770357571', '2725982954', '4105482675', '4124605895', '510997736'], ['2930654645', '717301124', '1714301759', '111925543', '2668441534', '73913096', '2036557341', '3224678170', '2404340142', '1973733235'])
('engines', 'fuselage')	7.750578316024099	(258.0, 63.0)	13.0	['2888540962', '2055336139', '1589802112', '3383532917', '3044634514', '2236805894', '1379233919', '3095037596', '2368261735', '892656068']	(['2970252094', '333940625', '4174019057', '294298759', '970972447', '2283570420', '218801779', '985648171', '1786952395', '721289968'], ['4094538609', '3924260793', '1532806659', '1786952395', '4138617616', '3171221572', '536015118', '965316740', '2368261735', '4078359392'])
('posts', 'sweat band')	7.734163998686259	(1271.0, 1.0)	1.0	['1454348458']	(['3039264560', '247585298', '3977669332', '99096194', '3867022500', '3040262618', '457426967', '1857279892', '4039994651', '3263016040'], ['1454348458'])
('stove top,stovetop', 'burners')	7.6664832911456156	(420.0, 204.0)	63.0	['3093701182', '786610865', '945730046', '2522076191', '27722460', '3653792869', '1991338416', '1036511162', '2107087555', '245466215']	(['1253024773', '698437440', '1865796096', '281439117', '3636012579', '1885538533', '2021606742', '1271513727', '3926572433', '875698887'], ['320080337', '2752762148', '2338669994', '2306759331', '2423010146', '2497708761', '2099058516', '1863716038', '2107087555', '2521525786'])
('life vest', 'life jacket')	7.654372055196264	(198.0, 146.0)	21.0	['3238793669', '539087798', '2846446268', '123548516', '2048534252', '1138915746', '2040149221', '1782636654', '3972472334', '2572340522']	(['2656896634', '4183442265', '2048534252', '3354775895', '655596515', '1650340132', '2424348119', '3238793669', '2352798395', '1560249973'], ['3959724447', '1770010317', '108752647', '2069629047', '1343728482', '1782636654', '2173489476', '3972472334', '1185000959', '986262667'])
('skiers', 'ski boot')	7.646824849560882	(73.0, 19.0)	1.0	['3355039814']	(['4099095415', '47361290', '780221221', '4219599916', '1169236940', '2489835864', '2217688888', '2617603409', '1107080894', '2195946923'], ['58839657', '2950789173', '1803709692', '206160153', '2533527296', '1905072087', '3355039814', '2563882365', '1825891551', '680473365'])
('french fry', 'french fries')	7.613791721069976	(226.0, 425.0)	67.0	['4088848873', '441076073', '3215933797', '2187645987', '1466902116', '2111628396', '3581541827', '1094938897', '1460665672', '379176307']	(['1181334637', '1401781611', '1873032276', '1094938897', '214881648', '3606591630', '3235117639', '1152727695', '3214422342', '3471104035'], ['2541287921', '2903100040', '2397960155', '2327734051', '3972992483', '4022626924', '467408840', '3659352456', '1102188964', '1470091121'])
('park bench', 'slats')	7.612803141681991	(5.0, 287.0)	1.0	['4068182783']	(['4278360580', '1687291874', '4068182783', '457851451', '301620985'], ['1216301613', '422130612', '3516157138', '3008797536', '3380188847', '561590525', '2867636274', '118270227', '3207139435', '2413218570'])
('skateboards', 'toys')	7.607936952030818	(1.0, 1442.0)	1.0	['4208216158']	(['4208216158'], ['610836510', '2837077318', '1206748763', '712411336', '367127101', '1758244129', '166283996', '547531187', '3725504888', '1945288329'])
('office', 'computers')	7.565307991888893	(132.0, 57.0)	5.0	['3589858606', '993805542', '213379968', '1659956385', '4231310387']	(['3059874550', '2444581378', '1908561428', '3325147413', '3338970535', '1770357571', '2725982954', '4105482675', '4124605895', '510997736'], ['3965243229', '2987675270', '1686792928', '3099080433', '2306449448', '2339167425', '745209541', '4340664', '2362332935', '1801503065'])
('cereal', 'meal')	7.563183721307811	(377.0, 4.0)	1.0	['2724899804']	(['906710830', '3859498438', '643095389', '1837117686', '1667015366', '2917054042', '3468590533', '4240983574', '4249359455', '1904167676'], ['2724899804', '3248329941', '2809818674', '413928398'])
('tennis', 'tennis player')	7.545763395815922	(165.0, 93.0)	10.0	['1038961614', '187469315', '315133999', '1541754377', '729245423', '1475585660', '3940277850', '691910341', '4136789581', '3444066467']	(['2541097418', '4186453874', '1143289362', '1107536264', '1696084142', '729245423', '1782674543', '1349707962', '2459498575', '2647867651'], ['1491241107', '393653035', '331948146', '3940277850', '1038961614', '2406275404', '3444066467', '2450378005', '3502595808', '1367868765'])
('bears', 'teddy bears')	7.5389440805438666	(1545.0, 2.0)	2.0	['4161701359', '2755496933']	(['813344906', '929453840', '9848296', '1240127447', '2226276242', '3454423036', '1864882027', '3145144896', '1192417164', '1889925846'], ['4161701359', '2755496933'])
('laptops', 'computers')	7.53361848093191	(109.0, 57.0)	4.0	['3099080433', '2336812512', '2989038039', '745209541']	(['3593323089', '3498794087', '468193996', '2649953154', '1497672692', '516344984', '84671689', '1846001746', '2336812512', '4249560952'], ['3965243229', '2987675270', '1686792928', '3099080433', '2306449448', '2339167425', '745209541', '4340664', '2362332935', '1801503065'])
('tennis player', 'match')	7.532083291911842	(93.0, 184.0)	11.0	['2558284475', '3281251712', '2202239266', '2446220912', '3993347793', '691910341', '1562939228', '3699221376', '729245423', '3056394007']	(['1491241107', '393653035', '331948146', '3940277850', '1038961614', '2406275404', '3444066467', '2450378005', '3502595808', '1367868765'], ['196366285', '1048908136', '1562939228', '601480046', '688676288', '1518842446', '2577055170', '3866770349', '1341988', '999113434'])
('swim trunks', 'trunks')	7.522892371533359	(157.0, 480.0)	48.0	['267018549', '1481834498', '3817560644', '2261125608', '611927513', '1848230908', '1217404586', '3996234665', '1213156183', '1534008112']	(['4038341548', '2839478713', '1819298041', '1561394655', '2215645180', '1367654519', '1220064249', '1374337378', '1217404586', '3273603483'], ['3974069061', '4031160366', '1166909136', '2995838491', '2634886208', '738186330', '3489008514', '1148661959', '2090966978', '4059655157'])
('muffler', 'exhaust pipe')	7.483345074445104	(49.0, 100.0)	3.0	['823655255', '1772091144', '2585982153']	(['3675621095', '3871536255', '1772091144', '1661912356', '202399442', '2887969959', '1221000431', '1783036925', '1497698614', '3060618949'], ['2929555610', '4227235635', '751872198', '1888677130', '4218320700', '2196563083', '374721332', '823655255', '763668217', '2660356290'])
('toppings', 'pizzas')	7.473192702981087	(165.0, 20.0)	2.0	['3269142528', '796760986']	(['2756712366', '3165252111', '3818081577', '4065737405', '1260481601', '1274760511', '2097920062', '3269142528', '1872179640', '469808439'], ['519745773', '2537670760', '3655361432', '796760986', '1876463705', '3269142528', '826538083', '30938294', '1697553134', '1636422175'])
('electronics', 'dvds')	7.4635424471489245	(34.0, 49.0)	1.0	['2966995181']	(['97058494', '3329132863', '601360492', '4083004390', '568304781', '289377746', '3152403023', '2204074790', '1462116181', '604275143'], ['772386453', '3155019334', '1975205115', '946616755', '684232393', '3277011753', '2600769933', '108184642', '2837171482', '3366944812'])
('prongs', 'tines')	7.4353224289256765	(185.0, 352.0)	38.0	['3578291311', '1289683127', '157130411', '3223361225', '1204511423', '833675909', '2643524817', '51766124', '1557040736', '3850299372']	(['3052863347', '956907143', '147414229', '2594324316', '1638141249', '1968018694', '622341977', '3637927688', '4071881548', '1137650639'], ['1265633740', '3100490555', '1204511423', '2511207499', '1102549490', '1130517390', '2943266030', '49842234', '3193168954', '549238237'])
('railings', 'rails')	7.434846497972738	(27.0, 127.0)	2.0	['2450191724', '1110575191']	(['639913848', '1298809249', '1110575191', '3494634397', '1449834740', '1615876760', '2031495403', '1757314079', '519267688', '1049498530'], ['2695743952', '1606167667', '992817221', '1931509653', '4029138996', '2014526147', '4037638968', '4189845492', '2815911761', '2006323502'])
('office', 'cpu')	7.433971989827805	(132.0, 26.0)	2.0	['3303254446', '4231310387']	(['3059874550', '2444581378', '1908561428', '3325147413', '3338970535', '1770357571', '2725982954', '4105482675', '4124605895', '510997736'], ['1590937588', '309124908', '681819621', '1381287319', '4231310387', '3817373914', '3069560757', '3253804347', '1690863081', '804643334'])
('lounge chair', 'beach chair')	7.416476907524724	(64.0, 191.0)	7.0	['62545106', '3490337473', '3136684617', '680517475', '3471250', '3415261359', '2668219708']	(['754791991', '1964232891', '1491057358', '3618496282', '3455347331', '3338115203', '496516926', '3932566260', '2366646555', '3394789456'], ['3155712338', '3136684617', '2164467314', '3271127664', '3362410976', '78930790', '1255638715', '691194482', '15696517', '993628195'])
('skate park', 'skateboarder')	7.404530464659653	(180.0, 108.0)	11.0	['2206188814', '656923564', '2845787935', '1755191421', '3117853989', '1981441419', '225150454', '833872861', '1160298683', '3733825242']	(['2376922519', '3914447902', '86797370', '2075556002', '642719500', '3058234628', '2894121628', '965330285', '1845030463', '2757678440'], ['2976101269', '1046697116', '1981441419', '2497973458', '658874636', '1266323712', '2549373438', '3387540720', '771693932', '3062671646'])
('sack', 'train platform')	7.4018591387106865	(443.0, 4.0)	1.0	['838298172']	(['2306141649', '3267429708', '3101613000', '2167928735', '2109707951', '1261156232', '3591803525', '2990437937', '3761309273', '2680812801'], ['3445105711', '2980125779', '1257429863', '838298172'])
('lunch', 'pickle')	7.4018591387106865	(2.0, 886.0)	1.0	['1741490091']	(['1752771058', '1741490091'], ['3222480221', '3798093994', '2092164953', '4116076577', '3937281083', '1899747454', '1595113089', '2965503632', '167070254', '3709633881'])
('salt', 'shakers')	7.375131489804872	(35.0, 416.0)	8.0	['3505904368', '1884845271', '1129813608', '1976569741', '834923177', '374250549', '1809576914', '2307752210']	(['2251991654', '1600077072', '1884845271', '2703641846', '474189144', '3749461340', '3150780195', '2129705834', '826337644', '1809576914'], ['1520149804', '2883532283', '1741786503', '2747817643', '4264028434', '739674236', '823063630', '2589162631', '1912790059', '2367947548'])
('tv stand', 'entertainment center')	7.374817567341141	(54.0, 472.0)	14.0	['31936584', '137629531', '1590148262', '4227897417', '4118228421', '2862716415', '2818553522', '300481573', '1603204362', '325047784']	(['522454598', '121185025', '2638371410', '137629531', '4091461286', '613191273', '1318884167', '3126922923', '2862716415', '2364801920'], ['746092608', '584737764', '4079742158', '3730871240', '16410884', '3367464762', '1354151435', '3406100283', '4197090663', '4172871856'])
('vane', 'weather vane')	7.374635334994395	(126.0, 448.0)	31.0	['2244122236', '1256076456', '3149492371', '653623960', '3953968168', '2389132658', '3737154750', '2650408682', '1613703556', '3699626215']	(['520276516', '1025932945', '1311709409', '3409101647', '3834241614', '3292873497', '2140908467', '3210043587', '2632443134', '1161901625'], ['1702832388', '683386993', '2178268077', '611975196', '4222481236', '3247463610', '4267826937', '2668199344', '1829827577', '3876045530'])
('rider', 'dirt bike')	7.362204416610008	(1336.0, 69.0)	50.0	['3836930885', '619054468', '4240690738', '4150735071', '85548230', '1203850772', '2020594686', '1031526042', '2941961761', '2488244527']	(['1929057184', '1026028651', '1137942478', '2230732250', '2154022856', '3497014785', '3454697274', '4129650764', '1059749078', '3310364746'], ['1855505141', '1378877692', '1643738605', '4240690738', '3836930885', '2682917436', '2028375028', '1170379899', '1747624433', '1300532068'])
('control panel', 'controls')	7.353929282154269	(143.0, 156.0)	12.0	['2866193736', '3672154378', '3712009293', '4006125001', '3767531385', '4128394915', '3219121965', '1969334171', '33004530', '444955976']	(['1747783312', '3672154378', '2847354065', '2322258395', '872798511', '3319512136', '1305377878', '2209101183', '2615245898', '705676468'], ['3630335884', '1973733235', '3710627330', '187839239', '2651803631', '3099055305', '36711242', '2382924509', '3605501873', '3159567458'])
('condiments', 'freezer')	7.34856446242015	(7.0, 267.0)	1.0	['2055628897']	(['203541365', '2354083237', '1343740740', '1215374112', '1705886151', '2055628897', '1800869132'], ['3339409955', '328241619', '2180795468', '3066393073', '1558476968', '283279269', '3647498281', '764997331', '1548413132', '4116361280'])
('entertainment center', 'armchair')	7.338449923170267	(472.0, 4.0)	1.0	['2571765095']	(['746092608', '584737764', '4079742158', '3730871240', '16410884', '3367464762', '1354151435', '3406100283', '4197090663', '4172871856'], ['291561667', '2571765095', '2290868848', '2264353850'])
('electronics', 'computers')	7.312311477425001	(34.0, 57.0)	1.0	['326223736']	(['97058494', '3329132863', '601360492', '4083004390', '568304781', '289377746', '3152403023', '2204074790', '1462116181', '604275143'], ['3965243229', '2987675270', '1686792928', '3099080433', '2306449448', '2339167425', '745209541', '4340664', '2362332935', '1801503065'])
('skatepark', 'skateboarder')	7.3092202848553285	(18.0, 108.0)	1.0	['3716730685']	(['3516609548', '4073314128', '3716730685', '3214629308', '2425011462', '3357177599', '1589781119', '2792656522', '2661947148', '3130684228'], ['2976101269', '1046697116', '1981441419', '2497973458', '658874636', '1266323712', '2549373438', '3387540720', '771693932', '3062671646'])
