words	excess_joint	marginal_counts	joint_count	joint_image_ids	marginal_img_ids
('trees', 'sky')	0.03470302784522105	(344306.0, 868365.0)	203733.0	['1877916740', '2768499838', '2718687645', '141164067', '2346123291', '3718716878', '953775769', '3463848247', '1720168651', '3560436525']	(['56056045', '3174552308', '1587787037', '4040867384', '3099757189', '605216637', '799966553', '2096624873', '1994948058', '3359590326'], ['1770566183', '4251095167', '3001913753', '2134773886', '3392325179', '401507533', '3659933809', '2585469069', '3026950454', '1095913618'])
('face', 'head')	0.03457356649997758	(331590.0, 646055.0)	174174.0	['3032611214', '3787282272', '1797669081', '2355896632', '4068979027', '1849547659', '2033396407', '2517844049', '992866289', '490426948']	(['4047710903', '2223277511', '4157368952', '614661862', '4213271721', '3418694150', '3870676994', '2866971767', '2623627210', '3771749004'], ['2501334800', '16571402', '2427467302', '1281081478', '2408544007', '2789100205', '134520607', '3033199929', '4225549936', '587113586'])
('hat', 'shirt')	0.033464802716293936	(294237.0, 910940.0)	189480.0	['3107631887', '3596590103', '2570357274', '861957615', '632451886', '3086073276', '2319183884', '2533536112', '3635672612', '3484776723']	(['391741983', '289136004', '1537164346', '241701011', '4220240198', '558281887', '855322220', '416874267', '3934630122', '350238105'], ['3772346478', '4009480897', '1501402762', '2303308525', '2900264899', '1334366382', '1812405443', '153069892', '1358545875', '1159460191'])
('pants', 'woman')	0.032021703224395695	(337479.0, 672532.0)	171149.0	['1664806666', '3513455145', '45779928', '2988414698', '137428083', '1099058007', '4000406205', '2237291361', '1483152995', '3984612807']	(['3518200892', '2302279473', '136201545', '1808029030', '2484883026', '3933847652', '443604658', '3143377265', '2096252024', '1349929074'], ['193457226', '3641167725', '1995669695', '883707847', '2498226917', '1958102729', '973891951', '2942874601', '131302746', '1134300103'])
('man', 'shorts')	0.0319448086235328	(946973.0, 174407.0)	149645.0	['1118317207', '1646740785', '4036403151', '2343679953', '4231699042', '4087135887', '2332070750', '2152171832', '1500105534', '579707114']	(['2742789439', '671945693', '1690138837', '3403479524', '3818807122', '3414343304', '3175820067', '2458661771', '698069414', '48238066'], ['1103461183', '2964376273', '970066294', '2676363924', '2583472716', '2162569217', '3633748944', '2694435779', '1699443239', '2471176744'])
('nose', 'face')	0.03142104663794555	(184322.0, 331590.0)	112302.0	['1318635739', '1207988590', '3395511981', '679070765', '3547401177', '1626496635', '1549873628', '952233835', '1054045829', '1259181589']	(['132645387', '740159393', '834756233', '2049547003', '2910997750', '2897302569', '2108098547', '1848784683', '3802196043', '519498501'], ['4047710903', '2223277511', '4157368952', '614661862', '4213271721', '3418694150', '3870676994', '2866971767', '2623627210', '3771749004'])
('roof', 'building')	0.031103065210356468	(149144.0, 475028.0)	114728.0	['3576508993', '1110001825', '1797046642', '2546975904', '234572736', '1074726333', '27411640', '3831563157', '2785237984', '3187698724']	(['1408715471', '1207306051', '967853389', '1188188792', '4184710975', '3229706775', '2879583502', '3355079931', '4285505513', '2011012203'], ['2497199134', '1798448740', '1291529421', '2425248709', '3732918616', '827111251', '1593089865', '1285183855', '2538961774', '3530856275'])
('mouth', 'face')	0.030510600559837762	(175653.0, 331590.0)	108668.0	['1475281993', '2291554022', '1034851900', '815954233', '1771529638', '302677265', '67559318', '1335571033', '2340771021', '491501911']	(['775568586', '1775316480', '1405765315', '2594112927', '2581229234', '3052282004', '367374306', '1995609286', '1181169214', '2692322333'], ['4047710903', '2223277511', '4157368952', '614661862', '4213271721', '3418694150', '3870676994', '2866971767', '2623627210', '3771749004'])
('girl', 'hair')	0.03032611104275478	(164055.0, 721599.0)	128838.0	['898963802', '588365031', '3347776092', '1879477691', '490074001', '330929406', '60203262', '3614403161', '560358194', '3160387431']	(['534183449', '980988160', '2295653679', '3057148186', '3980023922', '3099042744', '1849446153', '674668690', '1872689638', '2379516392'], ['1221498669', '2661654479', '1793578496', '1567047206', '169771396', '177327555', '1821419767', '3393180414', '1119406516', '671329631'])
('girl', 'woman')	0.030249188061044034	(164055.0, 672532.0)	125843.0	['2465656068', '3073048821', '968370966', '2873072418', '604609019', '2198689490', '1246874512', '4056339363', '4208820540', '4239944790']	(['534183449', '980988160', '2295653679', '3057148186', '3980023922', '3099042744', '1849446153', '674668690', '1872689638', '2379516392'], ['193457226', '3641167725', '1995669695', '883707847', '2498226917', '1958102729', '973891951', '2942874601', '131302746', '1134300103'])
('tree', 'grass')	0.030043375892200713	(499275.0, 370589.0)	150963.0	['577060740', '1869669857', '1018090268', '3550114338', '1182697852', '4196825840', '2506441912', '2284082501', '373227766', '3467629334']	(['2974621479', '2282457561', '1240063343', '1434338400', '1685831236', '466822934', '1185668671', '4271357453', '3378884478', '3643689513'], ['771848238', '481444994', '3051750641', '3048201988', '1084564602', '627066042', '83393280', '3837075779', '2649291093', '1890893164'])
('person', 'shirt')	0.029712715673012736	(445361.0, 910940.0)	225982.0	['4252162367', '3804239604', '3699660289', '1040227363', '467333279', '1508151735', '3831559054', '1686741143', '1756106776', '2320492606']	(['3825700616', '867123342', '3827388079', '1508764705', '2463792477', '3883703672', '1337001544', '1734638245', '938290092', '2540828355'], ['3772346478', '4009480897', '1501402762', '2303308525', '2900264899', '1334366382', '1812405443', '153069892', '1358545875', '1159460191'])
('suit', 'man')	0.02950081092741653	(141548.0, 946973.0)	131833.0	['1285177089', '1027088856', '1209069450', '64513630', '1395698205', '361090563', '3892062685', '2318388009', '2172866772', '3172619692']	(['2284028116', '3912663486', '2638523559', '1175749638', '3900177108', '3330613727', '190659267', '2314486828', '2399958565', '3256830312'], ['2742789439', '671945693', '1690138837', '3403479524', '3818807122', '3414343304', '3175820067', '2458661771', '698069414', '48238066'])
('tree', 'building')	0.029434419414219405	(499275.0, 475028.0)	167148.0	['2661846226', '1261628042', '1303089767', '3122147969', '4155068689', '2589537006', '126806009', '1532579882', '2676750622', '714257324']	(['2974621479', '2282457561', '1240063343', '1434338400', '1685831236', '466822934', '1185668671', '4271357453', '3378884478', '3643689513'], ['2497199134', '1798448740', '1291529421', '2425248709', '3732918616', '827111251', '1593089865', '1285183855', '2538961774', '3530856275'])
('sky', 'man')	-0.02939665028595559	(868365.0, 946973.0)	197754.0	[]	(['1770566183', '4251095167', '3001913753', '2134773886', '3392325179', '401507533', '3659933809', '2585469069', '3026950454', '1095913618'], ['2742789439', '671945693', '1690138837', '3403479524', '3818807122', '3414343304', '3175820067', '2458661771', '698069414', '48238066'])
('nose', 'ear')	0.029179304071832435	(184322.0, 212039.0)	98204.0	['1185475501', '1257325', '1702268388', '3240808051', '1144085544', '3448609364', '3719885004', '2059600299', '989314205', '811391169']	(['132645387', '740159393', '834756233', '2049547003', '2910997750', '2897302569', '2108098547', '1848784683', '3802196043', '519498501'], ['60168192', '1047608119', '2816000057', '4218335255', '2007087714', '4094253365', '4172620404', '680083474', '1136455586', '1910401742'])
('person', 'woman')	0.029057501818832543	(445361.0, 672532.0)	187521.0	['2288459439', '3501707980', '3292877676', '2759293479', '898063975', '799214985', '503388275', '2889858831', '3409913788', '3436296456']	(['3825700616', '867123342', '3827388079', '1508764705', '2463792477', '3883703672', '1337001544', '1734638245', '938290092', '2540828355'], ['193457226', '3641167725', '1995669695', '883707847', '2498226917', '1958102729', '973891951', '2942874601', '131302746', '1134300103'])
('woman', 'sky')	-0.02895481921350844	(672532.0, 868365.0)	116983.0	[]	(['193457226', '3641167725', '1995669695', '883707847', '2498226917', '1958102729', '973891951', '2942874601', '131302746', '1134300103'], ['1770566183', '4251095167', '3001913753', '2134773886', '3392325179', '401507533', '3659933809', '2585469069', '3026950454', '1095913618'])
('people', 'jacket')	0.028490542087210805	(407226.0, 382715.0)	136408.0	['2187104964', '4055202731', '2795686181', '695529973', '1677989578', '236660233', '3334760086', '671782250', '3674356764', '2833332865']	(['1088874494', '287518212', '1816030717', '1101798217', '1185952829', '3638549078', '2736191517', '3584011270', '3033095727', '2275532791'], ['2796351360', '208594894', '648192613', '3527249603', '3555090047', '56400720', '3240930969', '936450949', '4216788231', '1078493953'])
