words	excess_joint	marginal_counts	joint_count	joint_image_ids	marginal_img_ids
('sharing', 'premiere')	-inf	(4.0, 131.0)	0.0	[]	(['1343365078', '1077113412', '1313626430', '2831320318'], ['969029602', '2299477940', '4124174865', '3216815934', '4247524285', '1897741401', '37238469', '828401526', '310773347', '3590629150', '224930086', '1067013017', '1558042009', '3788938395', '4046357768', '3267936479', '1364976007', '2747605165', '2060855834', '3883605927', '985714414', '1416111614', '11249377', '1566456508', '322537322', '344659209', '2426299649', '192998905', '845899254', '241514695', '3150670176', '4268187984', '508642524', '95684919', '3243595199', '820553900', '1636864747', '2708020489', '1428573883', '3804001908', '3690333972', '2206418627', '1140014159', '3362809355', '262502069', '3008320187', '2070774542', '2888236667', '3442162985', '1472816619', '2712218473', '3443497704', '2133173516', '1756485949', '2516624572', '2772226416', '3460575105', '3092466773', '465067241', '1445764656', '1806020343', '634405010', '148276430', '4030278548', '4045889300', '303360760', '3361444210', '1629909633', '2035458483', '4163886379', '1681685406', '475650256', '1081059388', '1543849568', '612188864', '704283568', '152013100', '169682707', '259432564', '1697459758', '2506905149', '1083567680', '2459223102', '1217156626', '3977850718', '1136054355', '3719691561', '1235937014', '2156445690', '1164355383', '1835522214', '3855568100', '1192969970', '1697934117', '2862590639', '3273776633', '867192762', '569825714', '3827571267', '2290207711', '3340674448', '1372576174', '3944311768', '208114415', '94094168', '2297895516', '3821994882', '149700508', '4025694395', '963328505', '228114486', '2869045789', '4101932301', '463202631', '177533141', '2803997740', '2389671599', '2564092899', '2295721226', '2137732247', '158146781', '1246554604', '4197938848', '3154734270', '3748561029', '1247314675', '2759036859', '3825888577', '3292819214', '3460508872', '3492412876'])
('sharing', 'actor')	-inf	(4.0, 210.0)	0.0	[]	(['1343365078', '1077113412', '1313626430', '2831320318'], ['969029602', '407044867', '4124174865', '3216815934', '3927484278', '237674108', '3750658817', '3257617496', '2603983532', '2041416000', '2417982339', '220899656', '4060151219', '2427820739', '1897741401', '2621580652', '3422318836', '1954556296', '4100640788', '3902110776', '37238469', '828401526', '65277985', '310773347', '4187643123', '176493455', '2615056172', '3590629150', '224930086', '1558042009', '3788938395', '4046357768', '3267936479', '1364976007', '313515250', '2060855834', '3883605927', '2750690173', '985714414', '3974403534', '11249377', '322537322', '344659209', '2993176372', '2426299649', '192998905', '845899254', '1295709073', '1569060055', '4126537486', '330391428', '2459234265', '3624966985', '990943262', '508642524', '3824279564', '2879962002', '95684919', '178429622', '3990900426', '3243595199', '820553900', '4227971766', '1636864747', '93233850', '380971380', '1079835728', '1428573883', '394262142', '1140014159', '2787903415', '2100526265', '2078815186', '3362809355', '2070774542', '1850766056', '1873263622', '3812874985', '761776369', '2011673018', '2377936902', '2708112720', '3632792560', '3443497704', '1659308152', '928581963', '2325351457', '1756485949', '2542165952', '787891368', '1445764656', '1806020343', '634405010', '2069044135', '3389678195', '1407057612', '148276430', '2733133361', '4281627395', '4045889300', '3633582077', '1629909633', '2466344651', '4148453058', '1681685406', '4096444135', '1016432374', '1765316799', '475650256', '123813263', '95679016', '1081059388', '2542726499', '1543849568', '612188864', '2276994550', '169682707', '259432564', '2930731082', '1697459758', '1856812514', '214329980', '3434358773', '1984758602', '2506905149', '1163740375', '1217156626', '3278991758', '401810716', '3977850718', '1136054355', '3276116442', '1720621058', '628212399', '3719691561', '993978808', '1164355383', '3142315965', '1835522214', '140811700', '2327506571', '1192969970', '1362356077', '2862590639', '3273776633', '1851733466', '867192762', '569825714', '3827571267', '638192163', '631000310', '3622664010', '2290207711', '3527367490', '2700916381', '1372576174', '2926343402', '3403772734', '618135891', '4003902070', '2600330804', '1498236601', '2297895516', '3821994882', '2673825036', '4025694395', '3994988029', '1577445137', '2899969730', '3468006085', '3454345716', '4101932301', '2855061682', '3089121024', '463202631', '4248637082', '2803997740', '2389671599', '2564092899', '918403408', '2235702537', '2295721226', '1608076409', '3466179292', '1246554604', '4197938848', '2486403098', '2362396744', '643046233', '554730965', '1306775956', '2435128162', '319270670', '1325937539', '2523265916', '852777502', '2759036859', '3825888577', '3273138104', '2511023617', '581403379', '2463541368', '3207604974', '3460508872', '656547995', '3492412876', '2728183141', '1176291189', '1357809874', '3055972704'])
('sharing', 'film')	-inf	(4.0, 84.0)	0.0	[]	(['1343365078', '1077113412', '1313626430', '2831320318'], ['969029602', '237674108', '3750658817', '3415412926', '2365990026', '2603983532', '3259060711', '1897741401', '2621580652', '3432150542', '472307587', '37238469', '1184683586', '2747605165', '3883605927', '3578698316', '2026386091', '3974403534', '192998905', '845899254', '2645464998', '3531845295', '3199002761', '3150670176', '820553900', '3272606692', '1636864747', '3379089542', '3855782882', '2787903415', '3362809355', '761776369', '2011673018', '2516624572', '2772226416', '2542165952', '1011711446', '303360760', '2466344651', '1016432374', '682895565', '123813263', '3367886311', '704283568', '797728162', '1697459758', '2719919092', '2994513362', '2516515556', '3278991758', '3863347396', '2247562732', '2500746729', '1235937014', '2156445690', '1601906266', '3855568100', '1192969970', '767465', '867192762', '3827571267', '1885758955', '1491311642', '1895040688', '2052834520', '2297895516', '149700508', '3994988029', '963328505', '3516265165', '2316845191', '3622252585', '1475902015', '2137732247', '1608076409', '1246554604', '1738489560', '2523265916', '4234389694', '1247314675', '3825888577', '3207604974', '2600335130', '3642175149'])
('sharing', 'comedy')	-inf	(4.0, 10.0)	0.0	[]	(['1343365078', '1077113412', '1313626430', '2831320318'], ['969029602', '3259060711', '2645464998', '2011673018', '123813263', '3855568100', '867192762', '2052834520', '3825888577', '3207604974'])
('sharing', 'shot')	-inf	(4.0, 30.0)	0.0	[]	(['1343365078', '1077113412', '1313626430', '2831320318'], ['3922378729', '370802129', '4108731048', '3859489727', '4094257133', '697616981', '3245774168', '1731976792', '978300409', '893178407', '525331178', '3100942264', '2202480304', '3089849175', '1004113246', '850603742', '2834098816', '118602562', '4292895629', '3398697301', '3276191010', '481151786', '2406214473', '31229164', '1504396505', '3217923714', '1852496810', '2456234104', '1417130909', '104636023'])
('sharing', 'plane')	-inf	(4.0, 3.0)	0.0	[]	(['1343365078', '1077113412', '1313626430', '2831320318'], ['3922378729', '1927743844', '4060991041'])
('photo', 'father')	-inf	(82.0, 17.0)	0.0	[]	(['1343365078', '407044867', '159120241', '3997413336', '2683261049', '1706888574', '3542373534', '3485786516', '1279022205', '1077113412', '2364638994', '1955082119', '3756732519', '3501512385', '1208181117', '3471167497', '1501225473', '1129645346', '2306272675', '461654230', '1313626430', '3333425013', '1107790763', '463025494', '3812874985', '1980915525', '2831320318', '594533614', '2424940639', '3516032625', '4090216712', '4146593045', '1259988028', '4228042229', '2595932048', '2166132321', '3537321941', '705426599', '411417405', '3349453918', '2917127687', '2099536190', '3206296642', '3564907723', '971924333', '1480517197', '3940103077', '752474537', '623258055', '120351917', '1464775235', '1697934117', '1978072054', '50634468', '3097155195', '1266346371', '2811615690', '42642560', '3403772734', '2252451852', '1289662175', '3497502447', '626603024', '2945788753', '1097724163', '2755043947', '1944955919', '200733707', '2352686195', '1552505029', '600125814', '1350714539', '1422791631', '2164560385', '1580554634', '2983089298', '1529858330', '335784199', '3596142131', '3443250372', '37808861', '387173542'], ['969029602', '3815635239', '3545171711', '1207883527', '1903011578', '2330909951', '931069260', '2232201998', '2806594680', '3278991758', '2142722980', '3064759727', '42498990', '448529027', '759414841', '1909705680', '714634865'])
('photo', 'film')	-inf	(82.0, 84.0)	0.0	[]	(['1343365078', '407044867', '159120241', '3997413336', '2683261049', '1706888574', '3542373534', '3485786516', '1279022205', '1077113412', '2364638994', '1955082119', '3756732519', '3501512385', '1208181117', '3471167497', '1501225473', '1129645346', '2306272675', '461654230', '1313626430', '3333425013', '1107790763', '463025494', '3812874985', '1980915525', '2831320318', '594533614', '2424940639', '3516032625', '4090216712', '4146593045', '1259988028', '4228042229', '2595932048', '2166132321', '3537321941', '705426599', '411417405', '3349453918', '2917127687', '2099536190', '3206296642', '3564907723', '971924333', '1480517197', '3940103077', '752474537', '623258055', '120351917', '1464775235', '1697934117', '1978072054', '50634468', '3097155195', '1266346371', '2811615690', '42642560', '3403772734', '2252451852', '1289662175', '3497502447', '626603024', '2945788753', '1097724163', '2755043947', '1944955919', '200733707', '2352686195', '1552505029', '600125814', '1350714539', '1422791631', '2164560385', '1580554634', '2983089298', '1529858330', '335784199', '3596142131', '3443250372', '37808861', '387173542'], ['969029602', '237674108', '3750658817', '3415412926', '2365990026', '2603983532', '3259060711', '1897741401', '2621580652', '3432150542', '472307587', '37238469', '1184683586', '2747605165', '3883605927', '3578698316', '2026386091', '3974403534', '192998905', '845899254', '2645464998', '3531845295', '3199002761', '3150670176', '820553900', '3272606692', '1636864747', '3379089542', '3855782882', '2787903415', '3362809355', '761776369', '2011673018', '2516624572', '2772226416', '2542165952', '1011711446', '303360760', '2466344651', '1016432374', '682895565', '123813263', '3367886311', '704283568', '797728162', '1697459758', '2719919092', '2994513362', '2516515556', '3278991758', '3863347396', '2247562732', '2500746729', '1235937014', '2156445690', '1601906266', '3855568100', '1192969970', '767465', '867192762', '3827571267', '1885758955', '1491311642', '1895040688', '2052834520', '2297895516', '149700508', '3994988029', '963328505', '3516265165', '2316845191', '3622252585', '1475902015', '2137732247', '1608076409', '1246554604', '1738489560', '2523265916', '4234389694', '1247314675', '3825888577', '3207604974', '2600335130', '3642175149'])
('photo', 'comedy')	-inf	(82.0, 10.0)	0.0	[]	(['1343365078', '407044867', '159120241', '3997413336', '2683261049', '1706888574', '3542373534', '3485786516', '1279022205', '1077113412', '2364638994', '1955082119', '3756732519', '3501512385', '1208181117', '3471167497', '1501225473', '1129645346', '2306272675', '461654230', '1313626430', '3333425013', '1107790763', '463025494', '3812874985', '1980915525', '2831320318', '594533614', '2424940639', '3516032625', '4090216712', '4146593045', '1259988028', '4228042229', '2595932048', '2166132321', '3537321941', '705426599', '411417405', '3349453918', '2917127687', '2099536190', '3206296642', '3564907723', '971924333', '1480517197', '3940103077', '752474537', '623258055', '120351917', '1464775235', '1697934117', '1978072054', '50634468', '3097155195', '1266346371', '2811615690', '42642560', '3403772734', '2252451852', '1289662175', '3497502447', '626603024', '2945788753', '1097724163', '2755043947', '1944955919', '200733707', '2352686195', '1552505029', '600125814', '1350714539', '1422791631', '2164560385', '1580554634', '2983089298', '1529858330', '335784199', '3596142131', '3443250372', '37808861', '387173542'], ['969029602', '3259060711', '2645464998', '2011673018', '123813263', '3855568100', '867192762', '2052834520', '3825888577', '3207604974'])
('photo', 'shot')	-inf	(82.0, 30.0)	0.0	[]	(['1343365078', '407044867', '159120241', '3997413336', '2683261049', '1706888574', '3542373534', '3485786516', '1279022205', '1077113412', '2364638994', '1955082119', '3756732519', '3501512385', '1208181117', '3471167497', '1501225473', '1129645346', '2306272675', '461654230', '1313626430', '3333425013', '1107790763', '463025494', '3812874985', '1980915525', '2831320318', '594533614', '2424940639', '3516032625', '4090216712', '4146593045', '1259988028', '4228042229', '2595932048', '2166132321', '3537321941', '705426599', '411417405', '3349453918', '2917127687', '2099536190', '3206296642', '3564907723', '971924333', '1480517197', '3940103077', '752474537', '623258055', '120351917', '1464775235', '1697934117', '1978072054', '50634468', '3097155195', '1266346371', '2811615690', '42642560', '3403772734', '2252451852', '1289662175', '3497502447', '626603024', '2945788753', '1097724163', '2755043947', '1944955919', '200733707', '2352686195', '1552505029', '600125814', '1350714539', '1422791631', '2164560385', '1580554634', '2983089298', '1529858330', '335784199', '3596142131', '3443250372', '37808861', '387173542'], ['3922378729', '370802129', '4108731048', '3859489727', '4094257133', '697616981', '3245774168', '1731976792', '978300409', '893178407', '525331178', '3100942264', '2202480304', '3089849175', '1004113246', '850603742', '2834098816', '118602562', '4292895629', '3398697301', '3276191010', '481151786', '2406214473', '31229164', '1504396505', '3217923714', '1852496810', '2456234104', '1417130909', '104636023'])
('photo', 'plane')	-inf	(82.0, 3.0)	0.0	[]	(['1343365078', '407044867', '159120241', '3997413336', '2683261049', '1706888574', '3542373534', '3485786516', '1279022205', '1077113412', '2364638994', '1955082119', '3756732519', '3501512385', '1208181117', '3471167497', '1501225473', '1129645346', '2306272675', '461654230', '1313626430', '3333425013', '1107790763', '463025494', '3812874985', '1980915525', '2831320318', '594533614', '2424940639', '3516032625', '4090216712', '4146593045', '1259988028', '4228042229', '2595932048', '2166132321', '3537321941', '705426599', '411417405', '3349453918', '2917127687', '2099536190', '3206296642', '3564907723', '971924333', '1480517197', '3940103077', '752474537', '623258055', '120351917', '1464775235', '1697934117', '1978072054', '50634468', '3097155195', '1266346371', '2811615690', '42642560', '3403772734', '2252451852', '1289662175', '3497502447', '626603024', '2945788753', '1097724163', '2755043947', '1944955919', '200733707', '2352686195', '1552505029', '600125814', '1350714539', '1422791631', '2164560385', '1580554634', '2983089298', '1529858330', '335784199', '3596142131', '3443250372', '37808861', '387173542'], ['3922378729', '1927743844', '4060991041'])
('business', 'father')	-inf	(36.0, 17.0)	0.0	[]	(['2314911141', '1487103806', '1619447299', '880003058', '1130531879', '3117853989', '2252552522', '2485302610', '833415293', '2822393646', '2425276609', '1899303137', '4086737938', '524671472', '3671204731', '2423731629', '95679016', '2630304495', '294805802', '300457089', '2835479995', '2704152907', '159021059', '724573065', '2327506571', '3859379753', '3559494357', '4003902070', '546498512', '2820804816', '1785460767', '3246620833', '2538190080', '3885744646', '620809237', '17139372'], ['969029602', '3815635239', '3545171711', '1207883527', '1903011578', '2330909951', '931069260', '2232201998', '2806594680', '3278991758', '2142722980', '3064759727', '42498990', '448529027', '759414841', '1909705680', '714634865'])
